protein,X60_1,X60_2,X60_3,X60_4,X100_1,X100_2,X100_3,X100_4,X200_1,X200_2,X200_3,X200_4,X300_1,X300_2,X300_3,X300_4,X1000_1,X1000_2,X1000_3,X1000_4,F_distribution,Pvalue,Result
sll0934,5520611.79521633,6247349.59355535,5607452.44387153,7261498.37492495,5832930.47042722,6573868.78973746,4282355.14726616,5706140.26337783,13244928.7709197,13894543.3267702,11561067.021147,13816242.1639337,14247563.4347364,16396597.4116396,16708048.5712728,15502974.8961324,19246494.5498263,17496913.7406612,18426834.5375159,15729983.071715899,98.1387816087253,1.443337604069287e-10,yes
sll0936,1610442.01833606,1334497.35283691,1126942.8581157,981653.3432832629,1136639.52357333,876464.4652451209,974175.7110788571,565069.864870411,766175.2068764521,915249.317657458,680786.328701713,1186963.97245988,609817.379852484,1268973.21438807,821721.995895245,888229.326128338,1316334.56613123,913854.33566145,1417960.26784551,638864.225913736,1.4219001980242407,0.2746995874589012,no
sll0943,161013.05019100002,149576.690343,145814.655221,160691.995305,131022.083046,130559.99560699999,127985.301436,151031.578282,222306.22201199998,39898.7892552,179181.085403,149191.727718,194921.789965,114885.52064100001,148496.437726,134519.615604,108766.978395,134249.91364400001,110171.850475,85618.7260985,0.8127020006661301,0.5364397933319206,no
sll0945,3670234.54832421,6285032.31562499,3584159.30855062,3942865.03236547,4305237.9629204,3777159.35942072,3278082.95302219,4176312.67108618,6664840.63983453,7544222.49003522,2836970.10836443,7323237.00258811,4552385.37739116,8042198.9681028,7386889.52301575,7042869.90457277,5343928.94353761,7453737.854137899,9691887.52379155,3572754.90646616,2.1324331892398027,0.12704617189684336,no
sll0947,290623.177482,534020.031618,181850.940126,463766.90989899996,279635.22889800003,197782.136323,315618.172529,363403.117367,444807.56316400005,480919.00882399996,651289.454058,817226.859604,851519.373947,322096.015658,249228.71576700002,134521.052151,417700.97907199996,201895.527265,244076.193175,335319.98772699997,1.8305917762183004,0.17548309810639462,no
sll0982,1579078.6763799998,2152267.31897,1968319.88818,1993638.6079,1816335.51627,2175731.2193299998,1824158.6975,2975230.58112,1590726.9617899999,1217261.09777,1881933.27817,1028848.0424700001,2043760.55993,1125727.94548,1237588.46424,1356574.30223,779150.809631,1075239.48693,800399.762879,560621.766844,7.970411189432119,0.0011844512691035368,yes
sll0996,82535.11006739999,494103.42647299997,435050.789171,482887.93076899997,205732.268728,333951.817912,291551.637695,490779.239927,484117.73536899994,428363.172206,440456.92593699996,439201.978662,369304.44292199996,370449.25215,377451.169474,373654.183985,432460.683542,741908.551142,242275.950025,712606.379321,1.155349102665886,0.3690923027273631,no
sll0997,302848.963529418,3030997.5760932,2780440.06295691,2844730.94893932,2313093.0012702,1774864.4694265,1664772.13623888,4627942.16652311,2839387.84594312,1560983.6314325,2051382.94413706,1849245.69011427,2073852.77045401,1683363.44168408,1944053.7359209,1770458.82115489,2364103.86531386,2042053.50928474,1344148.29805563,2569070.25714037,0.34883400020543304,0.8407627762950975,no
sll0998,3341613.909541,3953652.77819,3670718.121335,3934544.003969,3559588.998383,3552071.876439,3248382.661586,2455023.377835,3174449.535607,4351183.588544999,3324766.937074,4620667.747819999,3178974.626214,3630466.216927,3773721.420276,3601051.981426,4342877.927805,4134631.470633,4696291.334919999,3740239.89816,2.6160619728662287,0.07710462294636806,no
sll1004,88203.24099289998,139559.159526,226582.250569,61796.4180673,136881.115674,98413.06477710001,139322.877439,162339.998219,211827.896378,270183.050482,170395.913394,213118.959952,244789.33573400002,237395.728087,226163.71392399998,178691.460533,237490.43545900003,100494.362138,322980.303423,382272.78565,2.8765550819876147,0.05950428924638482,no
sll1005,161693.250091,270936.367177,252165.542635,249214.870967,266462.180162,154984.73550799998,193133.964641,294945.219605,291130.84545799997,300162.801357,217959.91324899998,269502.533571,233398.033118,331000.387555,320132.583474,288651.77424899995,296524.97028,298468.56007300003,369469.052977,241557.5819,1.8142594222208774,0.17861637745567005,no
sll1019,516377.889088,543782.6313380001,489398.35408900003,430163.786747,283621.259641,334969.990508,330634.83758,339963.29452399997,596102.25485,521964.593679,522277.025433,467820.709971,465325.17825500004,515904.313682,538105.568675,423821.99190300005,503162.07838,434903.826257,618656.596061,420745.08738000004,7.9498719675527365,0.0011993066259049889,yes
sll1021,1034489.288451,1115105.404848,1077676.428973,1453376.444904,1944959.672602,1080575.994301,1529324.7198889998,856426.1672680001,964781.155078,1484737.516507,1160394.820014,1606530.418609,635247.263606,1092135.969753,867836.116152,684544.378486,860198.759839,545874.214737,1317931.638417,831163.170953,2.321870986634809,0.10418380833177798,no
sll1023,283017.743448,364122.405723,278236.383195,517147.94152299996,503190.17313500005,265765.907786,877826.6802049999,861325.5539020001,486531.48672299995,459466.455343,483438.090401,571324.5522029999,319240.029581,465440.204362,683689.750779,328126.564931,416663.9976289,414349.646847,182487.7611677,442873.99256000004,1.6625255199572546,0.21073565265013716,no
sll1027,3968811.26797715,3849813.19073194,4263213.93395057,4384530.12756461,2417840.45742322,3608386.24453038,3418482.96536498,2374193.61211667,2085703.86481282,2963000.65673898,3698964.98348677,2606351.72991829,2993751.32798988,2547762.04074664,1856482.41574285,2700301.57977834,2174359.96397456,1563057.97929965,1674375.25900019,1119358.20032033,11.716785784642449,0.0001620367875415977,yes
sll1028,3294206.951959,7061911.76502,12468661.85335,11853957.12967,10383219.61281,27594752.12655,10711092.58219,68172512.5211,8411354.9015624,5170217.2277777,13582177.05269,7272559.058495,15730254.82592,5488384.2633806,8346495.067457001,7298125.556677001,6345573.033625,15301899.81116,7211772.1420330005,6180535.9260067,2.0566824388085214,0.13766790230348613,no
sll1029,4292033.221035,7662945.659958,14506294.137502,13544073.62517,11296406.494934,32882758.829955,12854295.93984,57773617.108938,34897277.11757,24554012.787416,23988631.41965,38502338.696799,24257323.24644,30293893.860522997,20370412.093897,18720846.099869,36418953.577171005,34104364.821643,23209452.280979,42330963.97993,2.750626570227411,0.06738607476980624,no
sll1030,2592587.89921,4209949.93122,4255018.5551,4469424.1816300005,3000788.12964,5612034.33029,3752223.3750400003,7797124.780230001,1739966.5189900002,543313.514,3856478.2508400003,316467.291774,5768707.83273,322772.265521,352162.249041,606570.142333,286289.721348,505977.061825,301772.484309,314616.334384,4.729741629725875,0.011401679368953506,yes
sll1031,12751813.9429413,14069017.370573599,23747623.845339898,15831946.4364547,7667853.72809895,24117796.8271441,20196833.161842898,22818295.617580898,3821021.24378037,1861120.68171669,7216270.27346716,2965705.33705119,6802795.92601964,1525483.56863434,1558115.25030706,1736468.88435018,1132636.97652254,1067207.4860875,2014974.57545084,2404372.98957877,14.3191976067389,5.245301117172622e-05,yes
sll1033,949368.194997602,1143315.76121182,950115.236361241,1146894.64413606,1065564.64052303,1132522.8937389,1489323.44467816,1233065.31814938,2542832.72779095,2750847.44293173,2082563.33223114,3124927.30325348,1660338.37267052,3283149.88542563,2307957.51778802,2298047.36782356,3533711.64155046,1883053.32196416,4028899.91891512,2964180.62740134,10.508815037302904,0.00029131175834160283,yes
sll1035,427626.899284968,1060816.61796324,1183319.59220337,1013957.51338424,21516067.2367566,1015014.56839209,873037.75816782,12149640.7927262,26579726.573952302,17667214.3888743,7234045.97040278,1957953.46111509,1760389.04499363,20423266.073495198,22320951.9136659,1031643.11943633,32698800.2181589,65949690.814110704,3112631.09687943,30032458.809970398,2.768256191160277,0.06621625005888378,no
sll1041,576616.884726,474098.23691899993,348305.634901,365254.732586,351747.53080300003,328924.79581,280360.054114,380304.650336,285532.842998,59086.32586440001,218087.79954,239698.68401199998,172955.19265399998,236760.39974899997,224762.44673400003,162947.988181,156993.5401,240137.292484,322724.618393,290413.955389,7.2304544336709915,0.0018804788972590185,yes
sll1043,9917421.02468465,19288611.2883025,14216958.2960926,16786360.2523093,17111882.5796923,15357172.9387667,11833376.9224015,11512316.757939301,41214894.794590995,42754553.127303004,28706372.8456791,46701133.8720992,26514243.8733329,46580240.3469405,42580493.9757111,36247312.9348512,59200875.87328629,50131145.7789791,57149303.802598596,68259583.3885255,32.737337498143944,3.0012480221306523e-07,yes
sll1045,214470.71232,218005.41155999998,185483.422734,191070.063852,149659.210482,171121.547778,164037.86840099999,267719.393105,644245.819829,599452.788447,339092.364781,581598.3882159999,369872.454737,589493.102078,436147.907425,395998.479665,732801.793766,425842.01879299997,461522.88045399997,610403.778874,12.602741346617773,0.00010827835861724989,yes
sll1049,376950.6554,562553.675303,839507.273393,791725.30218,1498219.7730639998,507071.361346,938885.5396620001,364337.832935,951929.395222,1365472.808672,2331328.385628,1944330.20871,1045840.8929219999,387132.69090179994,1663425.839136,1342900.809333,1758082.949732,576664.3838300001,2602720.96232,1765448.7660869998,2.646433003338916,0.07478319700845175,no
sll1051,1539912.2108071998,1039392.42471304,566437.120992368,471024.107745744,1554578.45590183,331661.893165366,1084839.72545068,670213.436787214,1017915.41456829,1946273.76101045,698737.7958276611,873652.2230776979,789360.931833297,1732015.52748342,893093.9394637159,909247.6486713621,1487248.47516025,2766042.3584490004,3759987.2544764,2738508.41065211,6.091516642906293,0.004061798967773366,yes
sll1053,225522.050235,588546.637279,490880.795482,690936.42787,292663.972763,60165.080758200005,276859.968693,217188.116173,315213.744938,672562.2441189999,783076.994914,637649.110114,719270.047563,635259.879429,653895.8853119999,641425.329583,543970.747018,444541.17760600004,523243.638842,444583.33863599994,6.251950507308075,0.003627125125452918,yes
sll1056,705910.42093,1387179.317803,1124226.9664898,1823034.289848,1532569.966456,1335690.9134870002,1207112.846708,1443236.977618,1932966.6239919998,1941707.697536,4517970.87777,1641177.837127,189463.17946800002,2056327.026382,1917280.5937639999,2052039.4115040002,3651790.50914,2011780.8858599998,4015031.554936,3647829.124878,4.287198510273149,0.016442787199590785,yes
sll1058,762049.953841,579317.084881,1040789.2379200001,847487.552107,154115.328698,871816.2312309999,856330.0846439999,513872.254625,232937.19147199998,151677.99776199998,108507.183033,142055.178361,128600.59326600001,257676.13005700003,411308.28048,242481.895377,174400.299757,130621.37281199999,209542.603901,88188.5001678,10.097138465331662,0.00035963695309421936,yes
sll1059,3265346.76598732,2655838.44493386,3279088.99277265,3324999.74022029,2651598.32005669,2151308.85804326,3133932.5782224997,2206639.94960007,2812421.65053376,2400172.26723907,2941970.46145091,1980375.53111831,3462778.02930222,2835789.51817249,2585012.61551332,2265505.21930103,3967865.8692169,2551008.1894453997,1152296.00110971,1395084.43462024,0.8777156316898297,0.5003179172453005,no
sll1062,806087.531571,588121.746547,683916.505179,758562.111073,522598.784419,956236.581141,863934.4632260001,731206.7833199999,250184.814625,221375.43393000003,800433.55773,274699.883265,473549.885881,297710.484805,317523.775446,365239.460835,203830.168741,148284.449463,421308.92957,1977010.90394,0.8408759542055197,0.5205314483414869,no
sll1069,12488535.717458699,10005798.6277563,10528656.121322399,10733246.6051987,9967014.57039929,9474722.96098431,10743756.2420454,8169650.1223865,4543198.31158459,4256436.87599465,6965394.22251071,3576976.12804996,6279515.53741992,3864722.47789442,3729845.57163136,3480096.09925146,3587358.9394581,3759238.23845744,2938347.09175163,3563960.81441368,36.150253152751425,1.547888867058542e-07,yes
sll1070,21571152.702363897,19785873.1693963,14063201.2403332,16862099.101907097,32801957.1092185,16420353.911997598,21696660.2554845,12992906.9060612,32489431.994800102,32958012.2620503,27506407.5840045,42299657.0344571,22464963.708686702,40652331.062868394,29351855.063125104,30015855.7395396,40926453.0239035,22205757.0648926,48034917.1072348,26775750.7513127,3.5308671073287283,0.03199713194266882,yes
sll1071,2218306.43379,2627033.93296,1689712.61399,2382755.5354299997,2075891.4630599997,1649514.19766,1637251.47624,1291157.20359,1525304.48407,2023714.9617,1232049.25363,2080076.5314900002,1218229.202,1944189.1508,1565222.39451,1295892.83883,2684627.88618,2142544.1587900002,4143524.9161900003,2321653.1255200002,4.2932088712496,0.01635940817189338,yes
sll1074,3295030.87957015,2887922.29341974,1964351.49432681,2447532.67420789,2239877.16537386,1768602.87762799,1833318.65723814,1228552.00941221,1835547.3167081,1303552.43119105,1527685.38860947,1327526.37247073,1193136.84619401,1441364.9198052,1141989.19897709,1394803.52865511,1069907.23588635,581391.448488627,994745.175799102,372636.095035827,14.029192149261815,5.9003914833553927e-05,yes
sll1084,190524.661412,85305.70424660001,106136.106993,74370.2604916,182449.562795,112494.358953,178626.872136,188751.404468,66875.1583716,108032.70041099998,95399.5272293,95306.0967528,81314.6425508,66734.17212619999,58473.1465296,107505.53888299999,135364.419611,122791.08368599998,415642.213715,250879.66746700002,3.3771701367314817,0.03687510023102918,yes
sll1085,203207.61894100002,156417.952323,89011.9844168,155032.868568,135786.550353,109083.12950699999,99727.01093029999,92402.8361135,157364.633503,180051.737703,140137.07468599998,200962.98259200001,70571.86284439999,167387.010744,112111.46008399999,117713.10540599999,253232.287621,139840.148794,372084.553459,250734.01167100001,4.854978226705389,0.010309580682669935,yes
sll1089,1570598.72126216,910604.911681587,1286127.3178978998,1109079.78576763,2075588.18849891,1523447.59437395,1980837.10355104,1557238.47550623,5386976.4810293,3800187.03953938,2875956.97768535,5954130.10168575,5417317.43820698,7318949.12982681,8037725.45438734,7343543.86313844,8403304.31651769,10824622.573499,3251221.53935268,10933049.2463728,12.021967428095449,0.00014068608206923604,yes
sll1091,7280159.25123779,7281337.96155318,5474367.26989269,6293766.04309419,12103819.663107099,5919636.87986341,7432157.24660078,4701550.76139889,11477613.274158802,11339392.629776,9450327.45459682,12455032.3078906,12401842.858314699,15697792.737938099,13134982.678395301,14577799.5236077,11026391.603440199,8777516.08468765,14910775.0420538,7414343.88673668,6.8005301144656265,0.0024926595481160442,yes
sll1092,429248.0971,197391.380089,481694.216551,425959.649159,339749.419918,127844.785502,192846.605398,167371.528653,893688.592709,977791.204932,747122.697572,883092.459935,618585.1837149999,959237.230782,1147477.14974,833582.854862,704687.067619,527608.658993,763184.3966310001,1529318.58587,7.666906378493802,0.0014269536725286,yes
sll1096,17992637.4753,14851269.2581,5946935.58134,16197395.2133,8271181.9468600005,16794306.8849,18143942.5508,12801366.3133,23866189.6506,25546470.3062,14462192.8623,24630834.4084,15324547.9307,24323245.7447,35452385.5729,28377231.0407,20063512.1179,21752190.4007,22180442.4758,21263898.733,3.8940745228621654,0.023089042589494915,yes
sll1097,11849159.0452791,25142316.153166503,19170934.6719228,21176104.3516471,33046427.0071159,22697888.0106006,21478605.8166252,17520282.3485865,38760202.2127239,40403457.8971449,33348991.4320257,49396080.3382345,40552140.7768484,53288441.9436963,43695764.9423068,48918222.0092276,58426905.13322261,55580040.453982495,56326781.6975416,46472338.5834713,24.845563450919716,1.8155477656649418e-06,yes
