protein,X60_1,X60_2,X60_3,X60_4,X100_1,X100_2,X100_3,X100_4,X200_1,X200_2,X200_3,X200_4,X300_1,X300_2,X300_3,X300_4,X1000_1,X1000_2,X1000_3,X1000_4,F_distribution,Pvalue,Result
slr0148,2084402.0791200001,1063680.15973,1099706.3549,1102510.08559,2702380.49358,796994.547514,2095009.8171,774926.471735,1460531.76471,1181979.87005,986051.9168309999,833916.240029,1088967.3723600002,807982.024716,1055763.4967200002,1164585.51955,1203031.37892,2542813.03838,3730633.55557,1596960.8135799998,1.9479911472327895,0.15461976438517994,no
slr0149,1093162.9954879999,837771.435977,350698.192347,721670.3697159999,939222.6379120001,353760.474789,705393.320583,751211.885251,682460.575897,1495495.0277379998,969920.1857040001,1488523.358456,298716.399059,1320717.984674,422068.870062,589198.365387,455170.933853,630544.5603281,866446.8900620001,832856.0752689999,1.5512795665494492,0.23812564332824518,no
slr0151,732899.014905,1248220.171242,1498878.2950549999,1437358.726635,342762.2050464,1294669.069418,594944.09736,1784113.5658290002,1082270.510751,862740.4116629999,711574.4069909999,1029355.8542040001,543092.198195,616637.409382,756098.9943199999,514806.301232,492009.07596800005,990472.868584,2040736.501059,994976.885402,1.115587989799278,0.38567903373914086,no
slr0156,6155970.22142881,6976505.87240707,5316596.24454179,6558504.92472158,6089121.41581732,5752261.784179701,5462907.35377834,5613192.14078845,8904481.36452961,8332119.57763156,7962086.92416215,7645197.87314161,7171773.44812247,8001742.09291409,8956021.23409168,7955911.29978985,8021773.80027482,5656050.84632201,5910681.78979723,5973413.72203136,9.661591616088673,0.00045238801603603287,yes
slr0161,3493958.58223913,4266065.71033452,4061416.31431791,4735547.14108463,1754039.35213595,4095307.53362842,1959093.88095654,2361774.69335361,1154090.45163076,602886.993954201,2628928.52516904,1010669.60551962,1662524.82084631,511678.572534786,767873.4370461609,600502.84353915,259143.70800496102,490132.24195129,467108.519502006,413510.92244894203,18.1594507454864,1.2847344078212712e-05,yes
slr0162,568350.862461,432132.405,571015.876079,545425.828333,313299.383956,476164.58336899994,480925.871986,663276.396417,557738.484289,225465.489554,364510.662796,232756.676748,235301.534875,302008.564183,150208.647031,312226.418681,590417.106542,197856.291328,155631.983927,2142805.24844,0.8538750020968291,0.5133227494096917,no
slr0163,1594702.5377,1786479.0979229999,1276652.1866020001,1477636.06205,1224779.5404969999,1263116.534132,1118703.638363,1279217.444817,1207499.066568,1512580.1655909999,1399998.820585,319982.3891649,884386.730767,1847566.9961,1402746.173307,1188404.526427,1943146.463338,1491062.78312,2378595.3662650003,1599231.5834889999,2.5706909942876375,0.08072174444045566,no
slr0164,659701.066632181,690846.918898606,159737.906441207,348204.036814722,418397.90789253,372731.197288785,751487.504853598,583808.131810841,1921683.39049695,6031190.29688145,361992.30224846,1661984.74433488,316414.788246324,1297100.50956379,3103387.10113248,3513626.45698834,1553702.92973307,8798730.90242503,5049022.30470111,9699893.52386877,5.003402132479319,0.009164614926007852,yes
slr0165,4314727.689448,2595185.519368,1891448.6459650001,2223811.1957757003,2656345.0566950003,2491434.347707,2001646.1588639999,1805534.0324468997,6006164.438130001,4551657.20876,1148698.674896,5986349.94465,3298794.166327,5984735.99668,4000964.1101940004,4187586.2560300003,6928431.1911,4528844.93876,6149881.80919,7432124.31532,5.316593542951051,0.007188404387518711,yes
slr0172,10570375.0773071,10399377.536223501,10039096.341244001,10125113.4205619,9761286.27095417,9598135.54456127,8555838.1513845,11631676.9198678,15156107.1350121,13143204.7523932,15659032.0421319,13395567.5156617,20144537.890823103,13229456.6391049,16631262.256400501,18427952.839187,19754647.8310674,26691691.7090915,13873177.519902697,19967967.4041699,9.72898263810488,0.0004364110242088306,yes
slr0181,150550.33896,105393.204385,109884.97981199999,59360.6208103,74383.35652860001,85939.8272229,251532.43420999998,162912.940325,122103.914912,159167.08743299998,120614.6506,163110.44582300002,89875.3525188,178363.335737,151699.414279,130563.950946,188733.072578,150949.503761,273139.06304000004,166410.680113,1.557352676210806,0.23653824210329744,no
slr0185,10243910.6491863,7216519.12711864,4866603.53814241,5411593.65032947,5152404.407284,3936132.39171424,4082794.67729019,2313109.13000386,5961924.70614804,6343558.38833516,5366531.54919387,7634643.409249401,4604898.24100801,6535683.48708243,5872794.8168179,4705005.64220441,5822469.127915099,3027044.81516656,4404676.83243403,4054604.07815686,3.2274070146267126,0.042437750139177485,yes
slr0186,1632979.80218637,2309216.92035888,325538.789917928,654694.19646157,1610494.68211958,789646.1123254091,1420317.7917745002,657395.770578055,1665746.66403358,1996029.20325887,702977.457671469,1709718.78569467,989869.3974622141,1129550.31872689,1450849.36763214,1562790.71270894,1318509.27728492,1481122.70205781,2736725.96610146,1950619.34215458,0.9732216020869293,0.4510236878712929,no
slr0191,2302307.73759026,2275326.42858424,2624761.06027801,2474826.85625444,1749523.81677086,3753663.45219321,2071626.74138959,4218550.75176279,484792.99399268,460235.094613115,1327208.73951693,1089879.80176378,1534373.36273327,1065808.97308634,472689.660711039,383315.292643814,355079.741959227,430511.85458731296,745650.1748167409,698169.583108753,11.469109346735214,0.00018208203541651555,yes
slr0193,6862277.3485186,5982873.28129444,4514872.21270852,5774692.58933195,8242617.27234616,5315736.87418076,5100341.55918667,4056143.45346449,6822393.77747111,7025099.26009673,6888203.6202151,7465848.21008168,6263865.4759928,9092954.88883874,8752528.75795385,8732781.81199393,12389625.905158099,10282394.8466076,11014034.138052499,12886002.6788405,16.19018670194289,2.5578961484829777e-05,yes
slr0194,12568797.723782599,14012531.0384337,11448138.501247698,12637858.3401523,12335439.562281,14064728.849817002,12090092.1636895,18030913.3261284,19422317.758810397,15397642.5698453,17567455.7810402,16516939.7815415,22258936.8281179,17495418.0770664,19929032.5263738,19744073.444919698,22756585.357820604,21981478.1657349,16845657.1883242,24106592.323631197,10.765854041182857,0.00025614268068908594,yes
slr0201,643238.353751,1492021.8567700002,1176448.48685,1255693.85715,743014.844145,788333.841597,597251.37155,647339.010381,828024.49118,852300.548538,822502.352098,935780.133956,647644.403755,757776.153593,853666.657279,731040.565988,1165604.78999,1388860.62875,1011053.09113,1174643.1687,5.98897726663584,0.00437030047616699,yes
slr0208,2223518.18864584,2680938.19081787,1804197.06814158,2265624.41571516,2933895.88492069,2488151.72533729,2373656.39395164,1883801.81416661,4740146.64182468,5770155.53882981,3982490.5875667,6532851.1906421,4448479.95196728,6348614.70496599,5792490.07241123,5217470.2396934,5775818.02696549,5217546.74976539,6826043.3903785,4469710.08921522,17.94767155614874,1.3794194486258477e-05,yes
slr0209,7996079.4562,4968060.26445,1370028.42164,2782782.16782,3558046.5346199996,932287.9713409999,1120908.30709,168434.492471,10551527.6238,13591392.2929,4385026.41047,18481946.264000002,4087257.77011,23469714.1244,13879408.3343,13391643.3491,41317771.4327,20069373.2004,71174387.5117,38873003.4783,9.801619940824443,0.0004199007610483978,yes
slr0211,185682.038654,157278.59364200002,112207.189758,121385.68332699999,107168.814306,84681.09779560001,104290.503392,92549.6399875,204857.102489,175884.398421,104834.698326,197127.771792,93370.97809810001,171325.297359,152002.646214,129087.860479,161146.186266,108023.81314700001,222692.004254,86435.8900665,1.727303325529799,0.19633199512250404,no
slr0212,2169529.51492,1980105.4010380001,1836600.996281,1962436.993066,1543867.92896,1618674.150295,1629209.9163950002,1241219.050147,1035297.7668239999,1020205.037952,1246415.42855,859289.957924,825012.7071831999,683216.607371,661723.434859,636827.928445,962318.432066,273434.29911059997,517474.9002033,325580.1110586,39.45446184743007,8.58194549796906e-08,yes
slr0213,3508021.3681900003,3121042.11044,2515046.16035,3176169.10715,4175033.82684,2758379.43038,3288532.34631,1689455.3560809998,6174020.55774,6344469.03581,5209875.96141,6859707.81969,4629561.48168,7573722.81933,5893255.57984,5877638.05887,8471877.40468,5317686.34435,10483959.35643,6706289.98719,10.648692869653521,0.00027153998146891905,yes
slr0216,373880.397477,697045.237857,440226.80953,586388.8705279999,345078.81365799997,464513.634979,520433.9884,355110.283239,435839.80678199994,554352.025924,407720.585069,503701.30183500005,364864.669047,507761.427333,533289.982821,381388.838345,538952.366851,504592.455101,516637.978204,499338.726005,0.9496097450523064,0.46279488260302915,no
slr0220,8713560.706643902,7672146.98433405,6298174.22826657,7604858.60131487,8172955.79783342,5753562.60924051,6758800.63952288,1673469.77136383,3502188.5394766997,3895609.98111214,7875801.29873671,10732273.805985,6229378.2271702,11736398.662433501,9270415.160666099,8742251.78889276,9287564.728288,6756080.0150898,11838164.892296901,7763981.03914416,1.4490321338138246,0.26657652663709364,no
slr0228,4830041.7417631,2952994.30085554,2635857.597031,3190737.31307379,4328733.85546315,3289719.97130266,2915249.83541902,2667639.80560289,6247571.31058287,6198799.78603485,4735111.50215216,7507120.79598282,4352682.62619081,8313255.53042462,5718077.54050221,5572238.4923638,9324046.51685979,5559184.67749597,10210207.6069121,7839588.11336128,8.963774446310154,0.0006632491418121296,yes
slr0229,1149362.69707,574031.4913390001,536081.5884644,897193.689771,1044690.212865,323294.81195,875084.0872899999,736644.554154,576330.844698,605506.886049,473161.828913,674501.6110779999,459279.93932700006,520799.96548759995,541228.049418,488087.79826,536324.530751,439018.434646,1193325.648024,379951.28420259996,0.8351965258396631,0.5237070573685607,no
slr0233,2846952.93934,3990788.42931,2943903.4780900003,3366538.3042,2274457.66462,2644933.55425,2458258.55052,957392.018612,664193.35048,664238.72092,1197919.78755,1210870.3954,470626.699206,1013407.09681,1145257.36847,1268790.2621799998,960906.2114700001,1217346.7012399998,989255.3693139999,1328816.1392700002,18.49697133037212,1.1486516126844285e-05,yes
slr0237,600290.4563848,681592.3102858,911051.181488,748972.527096,551727.7449170001,619325.3703705999,488173.508151,567204.945555,1929833.065293,1833126.621818,1283902.697824,1968983.444418,1055816.8930620002,1799378.1720099999,1386375.1544219998,1316024.244124,1546612.959454,1178341.644285,1559776.112257,1323215.469851,20.10311994350826,6.8898628062406e-06,yes
slr0242,864458.3585950001,582646.063488,486477.024637,435583.996737,837466.4282770001,293249.607855,714174.416717,877985.3869899999,554536.614325,294173.14815100003,517804.195221,474889.225462,583264.151546,475886.318188,295902.426173,464450.56966899993,403898.9015972,509025.431513,779123.02042,421547.69668,1.0925031201513973,0.3956342156032988,no
slr0244,7108693.85672703,4383512.76813838,4035473.77970467,3460517.61969398,4305480.89217075,2723632.30223692,4773769.55299011,1460950.86542135,1563540.26324726,1353350.53966245,2199642.70241542,1435102.10577169,1618623.53281502,1656081.83035354,1249611.87092676,1076424.92099461,1377299.5921478001,935832.3638363259,1351309.34678926,1171520.07877805,8.98251370058614,0.0006563026221007368,yes
slr0245,145467.00237200002,351700.291908,224748.235214,271245.458554,186388.4544,196602.363152,116740.83336500001,210114.953194,148264.929665,117998.95437,255571.13999,108744.50731400002,196152.980347,118987.118234,248215.61741900002,197509.647092,98021.8358479,60885.215649699996,101601.83223500001,808158.859066,0.30303445262052753,0.8713988097896601,no
slr0250,1398144.3846159999,1303514.1236100001,990332.297551,1032876.902456,1038489.4646739999,860514.4319020001,798867.847567,1670374.951993,3034719.969674,1570854.784542,1234717.96855,2015742.2537349998,2468212.37868,1574704.665839,1277231.561216,1183626.585405,625088.440988,516671.022292,533399.218187,513126.09527600004,5.055961081684634,0.008794022310362264,yes
slr0251,106655.38053099999,259666.63834499998,239605.721639,478429.048193,76217.1741041,438880.455046,320147.936163,401574.72140599997,176612.218246,274294.00071999995,160715.45537799998,139052.658161,243521.60555100002,58134.263467900004,100251.62255599999,238489.073207,106218.075072,721322.283237,194020.543301,205288.74696400002,0.6755999586454731,0.6192362338709779,no
slr0257,280923.159837867,680791.651968872,626808.401583427,808019.7009949071,587883.40781324,916061.373020594,522212.504840382,1188421.16898737,4950089.63477008,2493886.6024027998,3036803.30760689,2155163.38299548,4608133.78186302,2143985.38972032,4587134.41285832,3839261.64107315,4420645.0216204,3524002.59221225,1473031.87052685,2762356.39311237,9.408937349626402,0.0005184629410379289,yes
slr0260,234393.21202600002,293234.49826900003,203294.39636500002,900500.5034200001,131855.050342,256853.945948,186361.198716,291346.585061,679137.547321,713887.268266,553891.624929,671702.9685020001,579622.799664,514077.912643,389188.22270100005,438968.71404799994,405307.497326,351711.917493,518485.71567299997,499040.59486899996,3.7256742049852374,0.026818424304675095,yes
slr0261,6277737.5092353,5368923.89220774,4883768.27310576,5324036.40234301,5922272.03416098,3843637.39722786,5234397.83143734,3222622.30208734,5865421.15866042,8344032.29289366,5485280.24391937,4734009.62248532,5100955.78347276,6684513.04649271,5779906.52504434,5846504.77388744,9947295.7891584,5928917.20235573,12427072.8513745,8058516.08451355,4.733894279027733,0.01136344769888694,yes
slr0267,135531.837673,176526.133382,358915.939188,161213.96628599998,139119.395148,201397.877451,131024.540537,199999.01135699998,241729.96280100002,208037.231994,225745.030554,401506.877177,95849.87500760001,291804.626538,240605.722083,224631.95975799998,182456.14313699998,129154.50230899999,149659.36603499998,95248.4081962,1.7390381704401496,0.19383605093028478,no
slr0280,336110.49258857104,412326.789535039,522998.096584431,231467.656036904,223980.959830298,226906.431786755,479164.884709069,783362.889124065,1075066.19117291,310408.99363517604,259888.293260507,385598.59826828795,300592.564638254,349983.712900096,307035.200598069,338930.21394414396,360147.351903797,568855.650222189,349851.30925569,413977.791320074,0.38424627613845863,0.8165089386069888,no
slr0287,191674.76308900001,2326364.28854,1422456.3156700002,1568734.4266899999,1670004.19372,1490912.8612600002,1549074.65275,1603112.56954,2575509.85099,1351499.0328600002,1061832.04824,285508.336999,1669831.35971,2649831.30102,1583823.22095,2302188.44421,3814395.89954,5149166.23261,2963815.23607,4355137.22723,9.447581450340104,0.0005076836717637614,yes
slr0288,14679834.823641501,12930149.1821491,9069015.55673095,10886463.4546717,3820084.56442155,7473025.75042058,8234999.13942753,5172967.7692142995,14434413.717137802,16375407.562019799,11505458.2510131,16441755.773869,8134125.15727344,15028771.150747303,11888436.8448859,12422032.844377698,10870392.3559048,8359367.53077796,13390998.7342818,10347708.826700699,6.909537592063989,0.0023184986967231913,yes
slr0291,142622.250786,208637.9381,250926.600331,149686.335158,257518.16468000002,234454.22517,209372.511734,159810.36983399998,372269.720604,232357.389356,513989.81327299995,210484.429753,572221.380145,233555.973467,358486.267086,364016.023116,54293.80911290001,780958.919976,82359.46500119999,216296.106708,0.8124955371099728,0.5365578030057849,no
slr0293,763009.8183520001,836681.9197600001,406156.488223,252975.895954,909666.8802129999,346212.707222,804694.434701,557520.927313,516850.064921,1546212.016231,1036365.035262,443153.066895,1024094.054202,1692393.3876729999,1407809.968294,425420.95669200004,2901073.4848169996,1548795.330664,2788654.1083919997,1750840.010853,7.7582137705099035,0.0013485519021596934,yes
slr0298,1359359.3552299999,1703329.85335,2583665.48826,1943826.04793,421464.197091,2360658.758,1291114.59403,2284996.4005400003,300450.668764,127203.25918499999,95063.28816839999,168350.957464,179091.95299000002,354683.06036199996,499751.84672299994,355879.09578699997,78279.8773772,90647.62653139999,129834.714927,93064.9675567,12.832798184100092,9.78504861078022e-05,yes
slr0300,137404.545347,167671.100003,82992.0692339,141218.470273,187340.343348,657587.3597520001,173636.246404,419396.549167,1974538.9745099999,2278.45056643,432182.71591599996,401860.305725,5273774.67822,701349.616322,709698.1880859999,795471.896287,870443.0673809999,903663.971136,908804.2375309999,493766.97847,1.4915285808589969,0.25434685404854374,no
slr0302,48549.44381130001,96216.44629450001,59415.884578699995,101197.596763,227430.380018,72732.0969255,192939.132598,208434.10441600002,375288.460579,232580.504484,220562.54743200002,142818.305769,198355.591897,111288.253263,62282.27421830001,73585.644189,360237.127203,372136.61274099996,228826.691681,235946.91686,6.795006864426458,0.0025018693550125488,yes
slr0303,315427.822432,57890.45981490001,160060.691071,134720.578214,237332.37216300002,135810.546945,155030.150133,162600.696811,529191.239159,262951.841552,261734.89103600002,146156.745237,352120.420938,586761.616347,406443.249212,426795.192203,599642.990133,428847.096231,334949.117239,522582.24912,6.565107307682614,0.002921556435825551,yes
slr0304,187104.955548,119310.34673800001,92581.04912360001,165451.269871,167948.767674,88702.9599536,137413.342355,49359.3648069,138277.034501,308427.383134,217742.782552,383561.74066,250431.112713,423216.73563,316415.698614,324388.926407,557251.4217930001,375668.135346,746648.364027,389163.590362,10.383370094705443,0.00031043767992350584,yes
slr0321,1021501.920337,817004.769595,501616.22661400004,522817.797421,447098.325535,397963.3094411,264185.5974,149850.2469342,1664591.620625,1797602.2414400002,981142.7529549999,2049199.313373,863366.3501870001,1919126.4908790002,1474291.2545969998,1346065.054673,1573200.6903290001,1670448.598559,2030715.732957,2214916.220185,14.850297756059089,4.247991805816661e-05,yes
slr0322,4042220.52751265,4083744.1662808,2734442.6133684,3043401.44300542,2997996.10961609,2477529.31386691,2725639.41216109,1613859.10155663,2228081.98790425,2226263.6777215,2398993.61198462,2206915.28730072,1667810.70865808,2027951.35917122,1901163.56897198,1710574.60131598,1866644.09682244,1530870.21696815,2828122.6993482,1615956.67026062,6.936828958920054,0.0022770737972970224,yes
slr0325,221379.55232,238205.020931,131319.608691,134643.613854,56275.408862699995,885137.4595120001,187370.01768800002,212062.750267,188842.820479,156528.36977699999,154681.03052200002,105945.411631,65802.2377924,113750.142199,180810.739502,99957.8055558,121262.50479400001,106518.46265599999,259775.629917,243736.76527899998,0.9284698253702917,0.47356465679192805,no
slr0326,4523273.5351720005,4754939.684737001,4574918.676677,4518352.958767,3952483.348717,4369622.909696,12305505.775531,9311926.69473,5057101.505612,3159112.568604,5344441.120069999,3226082.904438,4850445.674151001,3025613.858734,2213699.4946582,2290944.3778540003,2104965.0367779997,1714555.010728,1226343.321619,1885086.3351830002,4.736306340658838,0.011341307013590969,yes
slr0333,773121.253118,1113596.41906,1720130.4335900003,1752777.9074,1571759.68852,1685325.37536,1656154.48121,5558959.696,1511506.60076,673701.0087840001,2061576.3912799999,861522.9525530001,2845163.77641,1302283.5298799998,1352779.2586299998,1706303.8805799999,1269526.35194,1084349.06699,392140.903747,712667.612189,1.7367173228886923,0.19432700243517936,no
slr0335,86513477.05086371,81698950.59200379,56137227.434274904,59707142.8682817,66500407.02652729,51421805.6777025,57645942.165821105,45280427.013661206,87027736.84689309,100341861.628856,63855266.230022,110301016.47003502,57082755.20688979,94531389.1523478,77453064.875616,71820484.88901949,88097802.92342159,68678544.6699746,88554126.6496764,82036503.60000451,3.30219312114778,0.03955127328783299,yes
slr0338,1968927.2430200002,2220373.05846,1271092.18289,1565988.73335,1199524.37321,931683.696108,915024.905023,786669.2934770001,1745604.6694900002,1727976.7273099998,1067401.9275200001,1866950.0992599998,1146602.59683,3159706.5059700003,1559312.3993799998,1747904.2598400002,1816467.19145,3322303.76029,2927578.398,2474097.95885,4.779001098389435,0.010957317902957729,yes
slr0342,3115593.54045,1118102.86061,1395890.48542,955381.738681,3154475.35427,1236679.5982700002,3579312.49109,1519087.87155,4786057.65431,5572790.7416900005,2454505.8327900004,4637280.629290001,2601625.29154,4105101.63044,3361557.39434,3175727.44834,5778561.95024,5926452.24415,13693050.0662,10161724.2729,8.6302916730856,0.0008018969520854488,yes
slr0348,1494425.98813,1913693.5787,1560771.57982,1499674.50781,1732891.66783,1417444.15686,1496999.14324,381026.907559,2159623.53922,2380924.63064,1711210.8682,2260987.18375,1743667.55935,3059204.43267,2689152.9396900004,2363862.64511,4171100.45869,3106285.3149599996,5298282.52348,3873977.5929,15.085449433766216,3.876453959037264e-05,yes
slr0354,304450.809652,116143.437413,111293.695942,97857.68831130001,249432.53058800002,107099.169297,190522.185427,1017460.8509600001,142098.955996,230811.345661,122096.290498,168101.39573299998,99678.01280910001,125457.865198,150353.41724,158430.448737,159552.348099,152419.298877,458851.48956400005,184057.444672,1.0358784492039779,0.4210909722699709,no
slr0355,1281306.952528,2072101.383468,1921009.5792509997,2409003.82402,1056237.947928,2006115.7459599997,1454770.596219,1906629.804636,3534320.71858,3160710.1277900003,3540425.98283,3289634.0332400003,6174086.7104,3813711.9323400003,4046451.90941,4476660.15959,5482142.9101,6636613.74862,4497860.1791900005,5174241.46953,23.276598188959177,2.751063408070027e-06,yes
slr0357,485955.04157715396,414946.73061709706,615839.735032404,507488.089960472,798239.3793132559,473158.679092915,779327.338663901,380154.425029641,1426075.22423113,1137673.44668024,962683.301434339,1281963.18434407,559453.581432309,843590.9134692879,480635.08315679897,565478.54295106,714308.6403318159,543469.352245977,1106378.01771327,732085.91690603,8.761069734883662,0.0007439512906290556,yes
slr0361,953483.126618232,1354252.17556088,1053942.12694247,1178027.42500666,895099.0756976471,939291.136277693,844926.3070724721,1513099.4000609,1457087.43093062,1761456.65903218,1312217.58613348,2012533.33086386,1179894.48243531,2067064.95578605,1827735.69051297,1909072.61528399,2681981.62212629,2617746.67605322,3172376.95358021,3138375.66104641,23.677441867292163,2.468486641167283e-06,yes
slr0362,667878.013518,1017558.1410379999,806215.932092,895513.929789,805411.1576439999,804158.366065,700337.0620510001,625627.381773,1368443.695039,1155917.668611,1134323.428998,1803240.307846,1218483.369455,1875124.92187,1473152.579025,1569544.657313,2081890.0369419998,1822641.5429470001,2013121.817059,952837.898742,7.862456207986923,0.001264930908396926,yes
slr0369,3359009.93277648,2699475.41072063,2222631.53704639,2623071.44862446,1760589.58719807,2001636.41954549,2359943.83538275,1126956.02699547,1152970.01672134,2575859.76505936,2271277.181554,2657823.36707192,1217127.93278942,2462781.46165618,1963624.66862339,1752658.83022031,2215212.40681487,1502283.01701648,2234682.53712908,2009065.19088687,2.0410705950441437,0.13997424601542272,no
slr0370,2652171.95028,4453227.02009,2972155.34588,2544554.586036,2811088.9495,1538231.3016930001,1831659.7657599999,2043568.20084,1919217.4708599998,1656616.230764,1666840.915174,2208370.603364,1656706.019167,1548393.308709,1854827.155391,1380379.326212,1757495.332519,3165696.00503,1595621.1724989999,3935508.5489,3.149294582771409,0.04570513646627747,yes
slr0374,1105950.67098,968040.244417,699398.3850979999,731012.743145,738469.184272,467359.462082,796822.281291,208086.45682,372573.88167800003,443060.316548,402295.95359299995,452290.75841,216570.93629800002,342668.82869,279082.139469,227413.687966,330436.62672,276722.189136,18187.224414400003,214346.0455,10.534858323506732,0.0002875103217021795,yes
slr0376,1152708.70624,1189156.7038,373968.906275,718641.5248029999,183285.251125,397176.685162,454223.0355,715601.539338,238119.177933,268504.58380100003,175310.950664,267319.37932300003,103018.30772699999,157767.47421800002,190735.165771,142229.3228,188928.862123,90764.69053239998,141488.77803800002,166990.357623,8.85587054226388,0.0007049028999601065,yes
slr0378,402150.8977424,305985.057783,460760.262126,197247.2018377,260681.04769960002,250790.6266382,185198.6791997,534291.442672,191291.1708441,271030.8610743,320998.09541,160779.7772204,448710.434246,207819.1381353,288854.1623899,294077.208443,360706.726317,506950.817142,339479.561552,361501.837473,1.102239915983705,0.39140581928532564,no
slr0380,2011827.60688306,1729789.86006708,1242330.9563425,1587174.63863689,575919.042057005,1284452.15402737,1068382.54824139,1802805.55847107,1133060.24161999,737434.5460100999,1116285.62561399,827381.0636002091,1186310.87605515,796424.7813948159,735537.60167418,746941.092936283,640665.316769937,854468.998664757,872458.5852314091,683268.6242960821,5.302808820358656,0.0072645428024077875,yes
slr0384,629540.3798649999,737859.2526103001,686404.631298,792464.820129,1010603.3217450001,898516.842619,958532.6897790001,719415.300561,1814176.1311,973935.852541,1581371.0728,1525432.658216,1591132.254422,1537158.547781,1518346.416843,1770303.698159,1800758.230448,1528383.9553790002,1652570.706669,1477367.250081,19.900610651961482,7.334702290123104e-06,yes
slr0387,208088.486195,328763.331195,169333.201574,174201.859226,116930.45947999999,115070.531619,75220.057703,102697.519534,213383.275768,284007.511079,194484.287619,268133.485506,127175.224682,191629.413773,203120.706974,176054.023369,94850.4459428,93602.23548450001,163117.443841,216928.616067,5.074156427334788,0.00866967822610708,yes
slr0394,54975610.5121371,49008166.6030254,48187000.123385996,56279122.7384407,93782571.71774471,68269130.4268152,73008530.5179285,43964396.777384706,130401388.988826,136597281.932546,102305076.863038,149801621.18308502,94109795.31307359,108051042.74275501,124419830.48019299,112249562.403315,125231614.5555,124272801.8808,164967524.144821,98041823.15050429,14.130293856085713,5.66203132822914e-05,yes
slr0398,19353000.922576003,33887198.192924,26161366.025794,35495669.205697,30073770.51122,26036478.853173003,26528589.581157997,23282386.67502,38288869.347541,35507134.782396995,33072618.842277,45564311.609383,29774003.429109998,47863327.42639,41273810.84123,43057138.332053006,68673915.27884,55136399.539639,86613666.31501609,60539327.170709,15.889928107526643,2.8574582720052486e-05,yes
slr0399,184789.49259222,1105896.99704731,922933.9870162379,652987.9560411021,937310.867016647,989886.0937098791,805473.846683282,1120473.59630264,2242040.6849521,2021919.04899475,1273706.47102919,1178977.84645497,1428275.99408349,2546030.59449867,1871314.8318606003,1719613.55977559,3435413.27727959,1957791.63311635,2272438.46009271,1733970.93206569,7.188173945053635,0.0019324576250165082,yes
slr0400,141412.62223900002,591045.213739,399183.72089899995,436429.75687399996,343204.051928,345061.031372,342749.886898,415449.742224,343785.63205,439190.46749300003,432253.996033,407091.474221,336282.42739,329190.03564899997,274646.852677,230016.85953800002,250129.599,259595.32834,399076.99676,426319.904402,0.8484601417381288,0.5163154996586338,no
slr0404,521273.57852,1727333.4347700002,1198274.87507,1248082.2006700002,471007.65561899997,903045.235875,584772.8800090001,309671.223971,519985.553396,407471.959316,732492.377799,279015.85953099997,515150.28541099996,187654.219127,229826.096245,277215.947834,73298.141574,109595.38919100001,39638.1822815,109703.53772200001,9.077102107841705,0.0006224710445605385,yes
slr0406,268043.854844,171974.805078,99326.6739341,175647.590443,364741.978624,232643.055408,309518.39636300004,308856.227916,330510.679851,205598.44124000001,160970.146301,164097.455572,227281.948738,173563.983626,157896.244677,171218.916828,100481.43500700001,217918.975775,268924.468498,334074.68689899996,2.0742537079483983,0.13512113341876889,no
slr0417,3774827.24921628,4536865.85603835,3105307.50123683,3621965.24425511,3916779.24053828,3209898.2786189998,3250917.54747033,1780177.28360525,4785342.52196979,5735969.36434849,4352553.29447497,6368875.26597579,4022301.06382977,6281274.0793225,5894685.03623352,5389651.12148098,8261081.344459,6317047.98393459,10081391.7478029,5850197.58587501,9.311675589667837,0.0005467571601048414,yes
slr0426,3436714.3545199996,2743038.45785,2227576.66177,2205847.93704,2321202.0051700003,2036570.6584700001,1961119.2867599998,1683934.1033,1155236.4512200002,628859.734095,1953247.0404,199188.545928,2107693.53783,574753.914958,417856.279815,613547.980398,177330.434923,443322.08555,283466.528611,354898.35692,10.8672248881211,0.0002436142867277889,yes
slr0427,1947075.240349,1687488.2988520002,1277036.172103,1547095.828553,1169938.712876,1297242.90562,1473123.216839,756465.532696,297222.8322297,1278420.6237930001,1431626.262847,1504109.250683,897653.0828629999,1763757.4388549998,1408868.721323,1376444.446189,1179001.003818,831856.686259,1605602.150558,1137211.650992,1.1234774598699782,0.38233191675048533,no
slr0431,535998.4819520001,126798.602458,161193.902445,151931.078923,362319.745595,218632.147702,391932.728444,306270.177171,80901.0911544,130076.109407,93643.9715992,70775.4117848,115059.224662,67362.99680319999,52602.6987074,87579.18430639998,162500.367026,472028.684349,177839.607647,220615.619989,3.4107591747670503,0.03574212566921106,yes
slr0434,3600731.624758,1281599.539382,1436756.3746290002,1032358.738566,3157906.596385,1608412.690491,3026792.871309,2013621.212325,1860248.4652369998,1232226.079104,1538437.629699,731329.2478270001,2232334.62462,689683.533741,832695.435468,1125384.896434,420978.130076,847334.939624,1229248.221165,547493.335205,2.940075069406047,0.05592004217286969,no
slr0435,1594631.8025200001,1116392.1370700002,661959.525896,1056640.75183,457149.719959,717025.463854,882616.6358129999,642933.167849,2492988.71818,2041317.5856400002,1538206.2533200001,2125703.1121,1649502.04927,2052170.8819799998,2265468.23392,2305190.23789,1591978.4013,1533506.41692,1848406.3806,1424241.09344,16.16578792571498,2.5808632738447094e-05,yes
