"","protein","X60_1","X60_2","X60_3","X60_4","X100_1","X100_2","X100_3","X100_4","X200_1","X200_2","X200_3","X200_4","X300_1","X300_2","X300_3","X300_4","X1000_1","X1000_2","X1000_3","X1000_4"
"774","slr0557",4437404.23181927,4244928.31260477,3300637.48994446,3462508.34821152,3256191.59658036,2990603.32671738,3190165.01692695,2375309.99811551,5511774.26421264,4705305.41749447,4803594.56172273,5018534.29897724,4313118.33220175,5045407.38410412,4315487.53546743,3938266.76683029,3766109.63076545,1822236.43971698,3996191.12154524,2334565.83098376
"775","slr0559",1590054.4077094,1509654.521932,2179427.134226,1840064.190831,1922931.474682,1166553.930582,1296980.71042,650741.530154,1138959.53777,1954264.145817,1317618.387327,964070.685599,1729272.251111,825105.846698,778885.555852,892193.492214,583920.224603,588613.997233,294777.249215,752148.948165
"776","slr0565",139317.895541,778351.335989,143022.944582,245300.396274,116116.655412,209885.390297,124115.567584,661396.61708,445481.390315,264979.061504,547392.369809,231147.01424,643946.951688,346790.292481,302166.836575,312019.70944,124814.757558,343506.20704,575580.41386,316428.370478
"777","slr0574",611718.301865,369760.270421,294446.1547,282979.956948,345601.996475,197017.66034,234179.956534,145253.387416,217132.660657,196633.075029,223034.019877,210184.82627,186918.501624,166946.074428,148124.214257,168355.566659,107192.284814,61166.6314234,195487.532484,69334.4405729
"778","slr0575",1544580.598,1500690.653635,1411944.265132,1174751.916972,892230.815873,1523733.710208,1072043.153493,757081.974162,853860.130595,489162.337961,541709.237321,435082.6818094,545291.649025,298342.0504925,614141.386705,531504.360387,627812.847138,657874.12034,962583.005889,676812.2121691
"779","slr0580",165960.66781,141261.744537,134430.227441,744391.771848,130623.166337,807464.318476,113043.386537,374097.954587,490390.622176,283030.831632,298312.470077,91473.5626085,1001242.62015,833490.897398,136059.526893,137736.861643,88702.9386911,627796.090225,202064.237805,184186.070886
"780","slr0582",356957.561679,395098.468896,256150.785988,183828.476801,170088.116309,103391.13892,205300.682106,258169.984694,185021.122536,172347.09011,173293.249748,106556.988529,191230.336746,82303.9602858,136727.303945,78572.7711513,118517.096369,366807.956478,312353.70168,64012.1656183
"781","slr0583",1470969.839681,896722.175482,1569939.071321,2142678.601087,1441616.470094,5049575.724993,1722779.7099829,2202861.819928,989962.953477,1042697.284661,1840149.518406,943309.596394,2969662.821005,1764698.330271,526057.558495,389806.9610109,1615871.457765,1371565.731003,348901.0787117,822552.44168
"782","slr0585",3769966.86616652,6005967.00726073,6451364.84594154,7750890.770933,6743413.3032923,6314626.30100854,5283462.915217,3431866.29557341,6974732.60921676,14973810.0349203,11443172.7931851,14259569.4860955,9026025.26464905,12875071.013105,12540472.5904922,11149843.8113665,12333488.7002409,9159270.51775834,9894645.92551105,10348603.5337473
"783","slr0586",466474.698306,894762.792409,834502.22007,882657.050342,688479.252612,893053.807166,542298.302403,814422.886769,1368800.00602,143950.685007,1351589.66929,87571.923342,1207201.73404,95907.7222459,1105335.37612,1331483.74402,102876.719396,291019.106168,81778.8736768,272875.221411
"784","slr0590",77220.0173938,568410.178592,369246.789686,398744.803689,348293.465948,261105.547865,280518.804498,214530.400702,469381.995561,424456.934768,359380.241757,422522.659633,316136.097091,487112.182518,436319.578971,378448.744989,514526.746777,346301.331365,394425.689515,359037.486434
"785","slr0591",12046521.2707,6666777.6715,6480163.41032,7820123.57452,6332716.66901,9258967.58186,6014552.82998,5970994.41296,345899.461484,6932472.05117,4312012.1506,2050983.12202,36158162.0182,7792075.14912,6849730.00007,380394.341323,5458804.26585,6471036.62617,3954025.87682,6533435.4928
"786","slr0592",67240.4550982,134621.732884,140450.239544,121005.135824,86202.0983373,176934.786352,149359.337779,200882.765305,410602.785382,383330.779127,290431.174124,208340.058331,308697.642672,400771.943,188537.55418,384301.182991,263002.188225,303991.069111,595488.821855,511251.775611
"787","slr0594",584555.905307,113759.47834,100703.917126,340398.377655,103679.820665,143021.1805,68535.6499329,297400.772009,148913.912602,213275.539563,190787.073832,171916.916419,117949.269021,156544.74662,100595.745407,75156.1894057,191159.726029,210821.397555,570482.561474,150565.505871
"788","slr0597",5519122.10966128,4992065.85557463,2254650.57508196,3792211.11955577,3303938.58398517,2993437.25197111,3535958.46093977,3063328.59563389,1833264.86608172,1332314.66851599,2760742.8779789,809982.960605528,3286054.92315336,1739865.82764787,1277741.02731781,1510526.45165578,1055119.89555655,1073381.50216147,959963.03822995,1187870.52236573
"789","slr0598",451151.502304,562911.27082,382532.085922,457126.038332,593838.391594,450878.029103,410229.594465,659150.895509,960541.811342,773100.991437,800750.761094,878145.68146,1142558.84698,958081.675084,924806.718534,1034605.14332,1262694.27711,1662173.53811,967114.480831,1084304.74186
"790","slr0600",7076548.534547,6245482.04964,4230319.177717,4626207.274596,6675085.707148,3833497.303958,4962609.529348,3222430.979912,3889706.452505,3999101.507213,3523114.325479,4985459.172514,3660229.050403,4892020.025828,4389556.409989,4650412.770693,6994487.302952,5936609.279522,5085601.7985771,5023401.896006
"791","slr0603",166074.500937,435913.185126,398637.258172,329982.0909,192130.790644,309938.739258,289203.773851,311047.868442,173705.664701,96905.6669883,210177.883882,237157.066308,254851.54074,211009.437088,185822.848529,173779.120362,220663.817463,131922.294765,208669.767606,380448.984493
"792","slr0604",311286.35059,196562.023256,45514.0454116,118691.523782,73905.7650649,38815.7350813,311810.144827,128669.410022,227262.405218,875881.452691,207574.092605,160189.868395,72741.96881,95663.2853755,339464.946889,460049.177633,100252.389782,894293.714344,550262.740724,1251699.19263
"793","slr0605",1192169.086191,1124282.490881,980500.946417,995879.411085,823635.540123,940591.508382,988705.514915,1267183.936814,564074.162289,925791.692076,1212654.787294,971781.708881,1461072.47951,1199055.243828,1043002.930047,1362636.069559,1110931.790969,1488197.233476,1272208.450363,1266136.985669
"794","slr0606",6495767.224277,7138092.84886,5468873.01678,6353443.27335,5637976.976669,5311932.20007,4944360.373941,5545108.373687,5984795.381674,5120893.876535,5245645.858653,5581400.856162,4956352.414852,5729188.406929,5267572.836909,5181270.280936,2383541.584544,2329984.74217,4543533.327193,1874961.372522
"795","slr0608",427778.238283,1310634.03484,1112055.85168,1400535.45499,1113157.90036,921749.927447,882855.386193,902988.552717,95460.2197507,67428.7208809,1145479.23156,384165.251193,1031295.56777,1582709.92653,1300885.05801,1538746.36051,2138377.66776,1752853.08907,2451720.6288,1281393.1127
"796","slr0609",3119551.17238842,1951801.19285039,1589663.57634605,1612259.04793791,2950737.31082524,1506311.29174437,2929595.70257104,1415303.73429896,1608489.46721832,1575937.93632041,1615862.23787507,1345923.20124167,1561962.09298457,1309562.46644323,1179593.09131612,1327658.00925483,643184.89354144,677302.387375511,931891.769285389,670109.365623293
"797","slr0611",1114749.176031,3991228.28664,1457776.161012,4579408.47423,1294189.781997,3853545.87816,3662550.79853,1470236.123446,2936166.658986,3383836.751948,1277658.096123,3634047.263069,988797.072431,1422636.510367,1452950.766049,1327262.280793,1400693.896205,1136575.793886,1698716.270664,1560066.029343
"798","slr0613",826348.8212178,733480.982338,534120.609932,528740.220742,779235.453961,597786.027545,712984.523957,741515.30704,1054688.375428,1164500.012417,1077455.441959,1160119.867036,683799.669806,990971.281947,1001492.819306,900951.34842,554033.407324,492899.928455,342156.062164,479710.323946
"799","slr0618",45932.2455777,113668.493413,175769.619828,209910.721931,87779.8104735,356207.23211,66229.2812209,389013.856433,398525.567168,433475.475423,243791.032899,367291.655807,220161.434762,420620.697073,396244.563179,329803.953756,452250.905179,320127.195387,225307.361216,214905.985741
"800","slr0619",173204.971168,656426.922991,567948.831503,509638.172372,70026.7874303,543186.251507,580177.0263,880618.519668,599645.948574,578701.870913,541772.778134,615803.133203,759068.769251,645959.433839,540929.46161,592336.346595,723617.349437,928795.29925,609603.970829,754636.545035
"801","slr0623",20521827.0436693,56017312.5607549,53994679.5803412,49900046.0761315,66434473.3438151,47687256.3832954,43513587.5713435,64761550.825252,53024414.9338341,66273290.7587867,77065462.6335101,30095782.8228863,46945281.5267587,64575475.205024,69520877.1020221,66863076.9232249,50467609.7704563,77565508.2359409,57751605.1789567,55476372.5159362
"802","slr0626",2048830.90961164,2977374.63620223,2492992.61682895,2492053.83787928,2795891.96022566,2739909.92832774,2199224.57716445,1442443.66505349,3072157.77270485,3414402.53040175,2737454.37392057,3715219.28335345,2450621.84762649,3695223.68604243,3230477.32243161,2987652.81867502,4225300.6443702,3634624.5320467,5764890.08648656,4178679.54846109
"803","slr0633",595595.859150365,794169.221506298,652362.83926354,863680.543677457,1009267.00846246,678414.032503182,446505.565932212,927045.530393767,1898299.21292927,2136814.0276391,1752258.35461916,2186065.05628127,1755578.55708274,2066455.73513573,2134472.83456011,1828679.76050914,3017871.42428161,2631107.18611229,3478707.02673244,2837696.45634619
"804","slr0634",2185293.48151,1777371.123804,2129966.950597,1965827.263617,1353796.82023,1487893.0278229,1641728.16264,2367468.351544,1180058.310128,642386.077699,2080836.25648,917774.06627,1648242.307707,1112924.885702,1080719.036889,1115635.627181,542412.90304,672304.845539,717390.382185,1333457.172203
"805","slr0635",23625.037593,136647.838225,79074.6643364,661308.057829,740452.169023,697467.059208,758405.294586,675838.913254,602693.758506,762584.778002,472100.023206,762129.821152,807727.979817,876704.474168,810571.222992,797467.566066,196575.304098,498007.914328,147911.987915,270554.052581
"806","slr0637",289552.813493195,1217708.1332644,1436525.27899183,1642987.10766081,489291.197276359,1562941.92688882,407730.924265884,1413645.65376391,1863110.34263379,1778732.1885747,1808804.35610385,1935886.48614902,1519172.64714717,1836273.77118545,1794679.60998123,1552538.17774166,2031946.75280511,2230603.40668184,1308403.70892752,2002517.79583939
"807","slr0638",1863041.519723,3599967.07912,2597117.17036,2545437.280742,2029059.998537,3183697.83497,3086421.9227,2192134.053829,3420345.955299,5428395.09088,4441830.07747,4872529.36034,4080757.56871,5407951.604,4415322.32463,4353840.21325,6669255.94881,4431711.26184,6067345.53759,4612648.77773
"808","slr0640",121427.177426,334250.17763,79592.3897433,82861.4214683,136245.307782,76247.6064302,75837.3995897,345196.086717,116313.742167,143763.654689,281832.892163,125941.802087,130720.705754,150183.124473,123129.88185,79986.2269186,88471.4592013,61379.1336866,80290.5836613,78544.2232167
"809","slr0645",3159625.32383381,1076450.92552916,877240.318529331,585677.551117364,1634339.47962501,457781.64420001,1562063.56245687,1137704.17496251,710356.239663413,403855.149183956,531656.775152526,817669.50733639,663369.646345692,366888.366435305,332873.683899121,448508.519474154,472880.742417988,326245.160780498,429363.912634519,646410.753045187
"810","slr0649",1055407.06774281,2516334.8397457,2156230.87328122,2135790.45095502,1263927.29841602,2285282.81456834,1239018.17593316,3762830.83230827,3468391.44736915,3674613.00146396,3358464.49820017,5309906.14335176,3846773.53369929,4774669.68007831,5012910.8078627,4734107.32902784,7121146.41732997,7661919.14103726,6937324.60521027,8818805.26023493
"811","slr0650",643049.792390214,2116692.99348166,1286317.91508497,1281998.94046452,1552733.84323749,1390184.67427901,1092033.60910272,1432080.27232806,2596885.33413004,2465814.00251456,2036198.89464773,3003220.77566094,1898189.6920378,2605940.35097028,2242565.02385438,2121555.00500319,1600506.07642775,1194946.34678935,1491083.48435075,1351986.30662085
"812","slr0651",2604280.19256,2237674.824969,1686118.670159,1912314.880136,2531782.58426,1860019.308134,1898042.268271,1936305.910566,2491163.75963,1708179.296566,3091552.4404,1326350.983022,3975686.98958,1656903.014571,1411458.011233,1864345.057128,1358593.697158,1919718.311833,1867509.87755,1157590.785853
"813","slr0652",4704165.188772,4852047.299521,3996604.498311,4156095.085621,3919477.65391,3476297.469141,3224541.422712,3597359.924646,4237845.185507,4375838.34356,3984756.833687,4323810.234496,4325724.332484,4455205.3946,4637021.155328,4291166.41125,6402415.508347,6404322.099495,6778078.043247,7096695.08774
"814","slr0653",1534519.68225456,3050406.03008018,3007387.96026587,4452453.70804487,714972.393311487,4423250.95923082,1360200.1368026,2839865.60022584,5715390.1896157,5593594.76876982,5689508.46948377,6473749.54760753,5659193.22629384,6248035.5639133,6564095.32558019,6217101.97703658,5993383.11912134,5850316.12673921,5779189.78816457,6542473.95149904
"815","slr0657",1554245.70112656,1383521.66364813,1213994.62320978,1299050.85103993,3306843.04489159,1035823.63357893,1239701.67477173,1207137.58726232,2004996.31185373,1738599.6884211,1713077.00472056,2484348.57222818,3426246.86472156,2490262.99600495,1952796.48670199,1997199.15551038,9339263.73679669,1578159.09679022,2696413.98972625,6235412.15257191
"816","slr0658",1570426.03776,1467653.97637,941550.135679,1633992.39203,1367049.64683,927983.195156,314261.287965,305413.126596,1800549.98881,1539119.50914,1339262.08873,2069892.88499,1207714.0611,2019268.61582,1578602.24993,1423598.8763,2478710.1218,1338123.70923,1976385.83324,663629.508602
"817","slr0659",1842773.0337,1090421.54937,948756.73072,923029.088216,1763820.81367,653264.600425,1405910.06742,269539.352169,1953253.0551,1888179.09175,1014995.0852,1450050.85363,915118.556224,1124471.19635,1360804.96174,1264103.61981,2167333.94683,2614644.37158,4596359.31628,2673012.73483
"818","slr0661",870949.164718,2680761.66294,2164290.68529,2219540.43565,737600.036668,2104763.56308,1170474.33535,1028027.1247,942177.993353,580123.391587,1032466.37233,358501.847307,843946.817991,787883.653068,521982.627101,253929.817082,133800.391369,653330.335294,504320.37258,518708.141596
"819","slr0662",143103.867608097,243873.317550043,213606.46537996,235577.661274081,328220.097246625,317920.283642292,411362.007525639,415008.89267092,1338250.73274748,1750794.2436362,886994.842595888,1952610.07712125,803722.926093889,1768856.51588022,620112.834176334,949366.807223527,1886572.12922758,1107590.80802155,2334389.26436085,1344893.87160942
"820","slr0665",11886614.2581876,10569181.4876645,8204903.57604443,9026431.06975907,11492448.4637652,7829962.00952108,10246140.1291254,5541483.71842977,12376974.0679069,14974845.9640783,8854189.08529373,15207999.4829383,8150064.63222434,14707063.1644043,11854496.183191,11633621.2885609,18648452.6536309,13312675.519245,27951142.8438138,20018293.3704678
"821","slr0670",2875791.2143849,2948433.86802311,3110656.61715846,2914243.91885414,3444097.15971334,3434027.45445251,3224080.32951288,2668141.86900161,3401039.17176441,3970130.29874683,3546715.25524039,3965907.1260417,2586634.45960429,2833278.6436307,2652117.154155,2308470.96540469,1574840.85648459,1240751.88362527,2224718.97693238,1073319.0575738
"822","slr0676",2445357.883,6651194.32547,6114630.84626,6055735.90145,5153022.03619,6260326.43369,4044232.5844,6881298.8626,2301782.24081,1844265.85663,4046657.63329,908190.199934,4664086.84328,1451444.50243,2892563.3377,2962893.38117,1104377.07855,730711.571922,1404354.15276,635995.904232
"823","slr0677",2386214.97489,2641495.37882,2155172.82522,2314688.54375,2415114.22472,906496.130434,2102500.11722,2187669.06962,2494080.42944,2087402.2083,2180583.53506,2023518.42493,1846891.35606,1866139.30836,1752111.55555,1823910.71149,1085194.72935,930009.265286,1178830.36399,805830.78043
"824","slr0678",811115.467644,1956192.11124,860432.926432,1685162.31438,2588312.28542,655808.328803,2219980.05737,122565.426035,85527.1402109,6700205.92876,3176473.5642,2413794.64855,6606630.82702,3677209.37744,4502225.32477,1180810.44867,6295378.93786,1548162.30695,1962814.0949,1568698.52185
"825","slr0680",1401686.47969,1936362.8835,853526.102745,643729.315782,1537021.87068,456283.994976,1288868.89412,819575.607026,442860.362913,466717.423239,649042.766317,488111.81316,415113.623467,245732.009968,425811.044092,346439.636657,445902.323079,466788.291571,614349.403777,606931.877809
"826","slr0689",75764.0688543,138088.011702,274446.049058,154052.520439,167773.824965,113697.728725,187958.899932,80523.6614429,350406.498241,357111.662946,262753.839734,214965.336321,256059.757269,143006.374221,211261.797943,303931.017516,258232.178413,371141.745448,552203.278816,169295.552657
"827","slr0692",1724919.44644531,1227899.56776922,690125.121226186,660066.637078997,1044581.87166776,698581.311720501,1165603.65114789,1046758.98687376,947777.400863713,427403.172130758,1098497.99939551,451921.140315178,1334121.73748581,433514.729323438,445561.973041476,563471.251622221,234113.576012164,370130.461405631,528754.850772115,335764.580691286
"828","slr0699",1607413.511276,2022177.330344,1718749.537004,2057961.202735,1522919.650927,884030.652861,771380.899914,2535631.866357,1835868.0182,1025215.707805,1494526.110876,1310759.004367,2150087.568194,1387070.417247,2084680.950206,2002357.592068,1421729.816555,2060015.19858,1066414.82352,1660419.038552
"829","slr0707",899685.737561523,960482.559300293,943445.254353194,893067.9551073,821412.142227252,789719.160622596,702311.525715454,1865567.34736207,1570586.11833168,1358984.63730641,1199453.46601774,1093022.03741041,1201813.30067444,1214788.83884522,1395287.53643885,1385858.49229,1297974.39390305,736949.588082943,1080175.69990139,973154.225123046
"830","slr0708",2404172.77099,552062.488336,923063.117362,176161.298927,3434754.61312,621481.606066,546166.636447,803715.362927,880558.905926,1256395.29931,684829.247291,629993.81717,892230.281585,456859.972452,1000330.88074,1378544.78782,577375.733654,630976.358647,229905.27891,292225.082058
"831","slr0709",106904.976107,624593.043529,726975.891349,677784.788801,298816.329065,389411.511591,218118.929979,901801.051253,1596499.99347,848562.840657,599477.529577,1479512.1765,1346136.62974,1362862.30864,1712080.43944,1595023.7965,1638585.91547,1577179.77162,536248.854279,1227515.05425
"832","slr0710",96873.9924936,305277.499676,238303.27422,269981.06871,160669.774095,184345.236298,90002.8473106,796882.492354,256569.8013,358149.976882,305665.621743,321125.135049,219098.965606,310439.234018,246778.912196,245090.627934,216269.060447,152699.175579,44585.0608334,135190.082552
"833","slr0719",692444.867933,228150.023002,687011.089083,789905.410249,1199608.42779,829455.387918,919899.82146,404653.672795,420019.279628,203838.250978,1084386.47234,1627062.87755,921318.538641,1806235.06547,1547078.98111,1579546.21965,1948109.00872,1967690.95452,2220664.66951,1676962.56538
"834","slr0721",567940.502651562,2989175.24181141,2137172.41866018,2433569.35910477,785560.845300091,1893130.78319384,729499.192875619,1436524.21832578,2934089.54660121,3301684.68186992,2423481.80667548,2868863.83841746,2140322.29566097,3291312.44838734,2772303.71471524,2532471.55483799,3057520.42080308,1879823.41352418,1305736.75200124,1882887.6581197
"835","slr0723",256332.8784718,578846.801359,569844.177864,516155.592858,523970.999425,566077.397233,330733.292735,368529.813642,374426.877909,362664.35717,405079.481075,265747.408439,294635.916372,437404.76202,303483.581276,340281.996348,318730.594429,414748.974662,398313.0464305,495618.32003
"836","slr0727",98763.3385668,57433.4472179,84135.4011534,200037.198479,50220.6600694,73655.347638,50430.1837351,172840.955056,77372.4996966,69238.1893851,46472.7516108,51897.2093942,90075.3769396,52929.6479584,43929.7462745,49077.2693254,53022.2065398,95855.3410284,82943.8793669,67913.452608
"837","slr0729",11286316.24093,16352178.3064,18410293.5924,17962720.02639,12941946.30005,14904557.79036,15628497.56397,2603285.960823,1221025.832087,784217.738836,7733755.56584,1586356.954792,5587091.17254,1994590.085399,2641955.255834,3711249.493603,884029.5170168,1858843.674288,1124098.494495,859938.3381694
"838","slr0731",1625098.92414827,1530844.85969654,828746.055273107,1027073.96697585,693200.809857628,768350.351695047,1426285.31930304,453211.190036683,3478367.59509027,3820077.50748603,1991341.04942037,2965726.1109328,1526957.78259635,2892034.23295488,3064435.30576742,2627639.39337426,2710949.13083666,2302589.92568072,2309209.32729918,2595282.91946815
"839","slr0737",69177105.6430266,73871597.4694539,62316701.4133181,63900056.3542173,2252181.39816648,43384011.3209275,46811739.5322309,30686138.9499364,8934795.43102605,6005256.61041261,38961596.1120766,695124.910454242,44868345.6692389,3886201.00618749,6610264.01565365,7930944.67569662,1074248.27265165,1248652.75834647,1020513.56650135,917103.607524777
"840","slr0738",5049060.53092321,2483214.00477016,1988740.16839377,2383264.81811993,2399203.93389687,1540226.22277574,1809825.16512088,758765.388908911,1309978.27551257,1261243.12442303,1456354.50030448,1189182.4783873,641218.456788543,1226533.02733886,893571.228191106,937760.590837732,583315.400822587,348480.562310053,768202.70008903,901520.225804135
"841","slr0739",4325253.70392,4797003.37849,4707707.41765,5096192.52977,5045797.50787,5014795.47425,4018585.10922,2240297.172042,6510131.69363,6652648.6891,6055869.15135,6341829.46094,6603929.47965,6456846.14525,6900002.38486,6419302.90957,7714554.0918,6471440.95858,6807224.25312,3895406.783983
"842","slr0742",299671.2149719,598907.341343,561041.002751,543953.323499,546672.884801,728611.3233,456496.601715,545583.031074,1827359.562403,1264561.801851,1719782.383959,1142581.206849,2169394.723622,1232111.878716,1303390.022514,1489167.720787,1062452.634579,1074343.898499,912848.2225,832759.382596
"843","slr0743",5701978.589315,5350188.537356,4792176.065165,4254196.815244,4263862.777343,3778539.3099082,3149126.67135,2542893.517379,7935949.10654,7708488.16271,6370817.872346,7850615.97834,5910831.602509,8598220.94443,6957604.73337,5889850.736719,9702832.96996,4728129.68928,6573103.01638,6629389.20431
"844","slr0744",9005587.81553611,12462819.4129122,9032020.83951304,10973599.4134897,8747233.73293415,9455156.06266029,9058755.56597321,5265034.79865006,8175060.84173198,6450534.50480141,7606255.36898535,6114155.16214032,7043678.55150609,5284221.80814575,5880646.08033091,6124988.72127994,2948726.40719489,3031430.14380399,3624462.45678097,2482358.23610342
"845","slr0746",667372.699106,1344593.192657,1073102.477268,1027995.531109,1048113.524685,792373.338695,678441.68807,472666.742061,1019315.534093,883647.187013,1057029.266185,975875.044453,620425.742057,597729.1059063,686926.513877,643753.42683,393423.536034,500507.922913,781172.697741,538063.418
"846","slr0749",225326.053819,246362.645954,216478.472025,156564.483703,102787.763925,182050.669582,379372.987111,232494.193232,411413.593953,282756.666626,153381.999109,109357.648957,676633.68946,158917.736839,142892.992968,92470.3489149,127450.349075,382674.93767,116960.945233,358547.356862
"847","slr0752",14573375.0637143,20656383.7104223,17632044.3466031,16679206.878954,17117159.6561462,16792572.0573073,11036853.556424,11447404.6911847,7462703.81347763,6459075.10029273,9782186.68682292,3345444.38579082,9736553.64855632,4261195.68882902,3135298.62518264,3251039.58882334,1758626.525915,1497859.10894901,3724187.15787471,1389145.4536863
"848","slr0755",1526953.04072,2491971.60435,1972559.93614,2064216.97137,1660784.48429,1408152.95555,1353072.21449,2044820.48576,2244429.1091,1616757.99503,1413370.47955,1848231.52663,1938819.71834,1794243.84882,1816033.03283,1637385.17616,2138239.20267,2364363.81148,1871383.13352,1931851.79409
"849","slr0757",1268065.94372,239862.894324,334523.724291,214809.109301,970753.206658,173853.672215,1044927.39832,272588.436969,146004.702849,113435.525041,111848.33652,135198.756948,146234.415548,109807.573284,87864.8041571,172199.083433,158852.135239,110006.176757,144736.446828,141282.120409
"850","slr0758",1242221.594865,1479187.146299,1352289.842955,1208636.18241,994807.470143,1162143.026262,1351632.261026,1009767.784315,497105.84496,351822.787979,645468.13701,209052.99704,657062.860057,378835.337697,224505.9629061,618193.930724,919490.7593241,858111.666431,264672.6120754,1041363.9242882
"851","slr0769",5580330.06174979,3928589.00402722,2754870.80234332,3017517.54471913,5129008.18852429,3040031.87733258,4748572.09415358,4920243.34183066,3207209.31000299,2137889.63121951,3188670.90493479,1949594.36534493,3525746.77140224,1448108.65426053,1576923.53029681,1704239.4426311,889712.515650561,945504.802144829,1054459.13727433,457485.315596355
"852","slr0771",134695.581168,466500.741895,444818.624658,506027.306106,297704.141146,300999.865984,291146.732736,472774.572226,527962.431379,284295.246475,530314.239569,824505.832027,785954.650966,401060.934916,872345.944872,289443.893193,673117.342092,1175462.00508,409035.578235,637683.703751
"853","slr0774",1061191.29781139,1215221.04059558,1627946.93651933,1599462.75947021,1368863.28901042,1340350.16621924,1041255.9109597,1691225.68540654,2472402.01711279,2975889.28207659,1866335.29698612,3313382.38638021,1647945.92900282,2918774.00118785,2035589.4474121,2125236.6880207,2865049.69803196,2253228.28134976,3058870.46537112,2470368.87367729
"854","slr0776",2020919.84521715,2553038.09134965,1981337.87723986,1779010.25204571,2332599.37657198,1760041.50812194,1861471.60764261,1574541.04393526,2394449.32980578,1938943.83594187,1941435.46597592,1975242.45746499,1549578.77894681,1861806.12419018,1690166.53514926,1634073.86064329,829260.434494881,809465.557935349,1122681.24793224,1111114.22376131
"855","slr0780",1085220.731434,1054734.932754,1191616.275097,1319613.106042,866808.131565,984384.092856,1024469.505528,449764.1334632,520642.024365,715961.539639,858550.582272,956797.290436,755226.870771,1015404.22411,1078918.645888,496745.199295,1144348.69263,871586.981154,1779796.661816,1252286.217927
"856","slr0783",8370338.25599883,9233135.63540123,7533194.56209095,8309605.52246633,7175263.03912576,7472040.07750604,5583936.71471529,6835880.33650785,17068572.0789787,12459598.9838859,14146073.0993588,11811779.971388,13677352.2283312,11966423.5644787,13175378.2883398,12999924.3624868,11774554.8774373,11068377.9089572,9847659.46668789,11208642.0358638
"857","slr0787",21884.7659158,81785.8601964,64714.4284118,62334.4203612,70823.4080544,60551.9550366,57766.7614552,145435.514451,87058.8549068,90594.4645108,78559.0398834,232126.976712,74379.2937985,99083.3870866,72681.7989744,66568.5003573,140229.377551,131127.739534,132986.337359,102241.907725
"858","slr0795",116122.041932,175189.635047,222552.003105,255583.153586,156833.43368,348139.181676,137283.334654,103288.212561,364284.914176,209149.568714,324540.578925,343053.517416,226478.37267,124524.328711,462245.040988,278384.543059,164762.913262,157388.602138,169502.96551,224294.767314
"859","slr0804",1842538.61090935,2294823.55386322,1272922.82183746,2592633.912356,3486896.59908292,2843064.54367939,2842683.53103032,4241910.37005338,6200629.32526277,4286772.50961208,3300898.38268517,2314620.26852007,5176345.28825262,3783461.54963248,4091688.7338286,3949103.50522539,2982650.73023733,4188448.71124097,3067533.6681527,2942531.89507319
"860","slr0806",503532.858407,638399.748446,771798.13311,623776.9092,424192.995482,484876.271821,394454.1139197,947763.14005,865492.382233,539361.863941,285855.92047,720351.636343,782963.24278,280757.320172,675562.066858,690065.553503,276544.654893,698528.203399,404987.809654,564581.154696
"861","slr0808",848395.235042,1664318.199923,892039.495447,572333.5890295,998754.54536,605496.183822,1230826.265233,629690.590004,1140865.31578,1637351.455198,2945599.194646,4187705.695154,2685262.567439,4510846.839717,5304641.5873,5723411.93503,3534457.4287435,6402167.13949,5044692.48259,6089156.49749
"862","slr0809",64114.0370183,546687.650135,376050.321954,342243.140284,105320.4594392,258075.051597,221620.6909893,580611.821279,953745.626594,1134647.868919,567224.199785,1248825.263348,544132.196795,1034428.320851,999927.035958,882773.053334,1158464.881693,893429.231477,1466109.756799,1132529.329486
"863","slr0816",563021.380785,574128.80907,664841.441968,376601.82071,197454.548457,333441.556675,161403.326516,185988.988551,91347.8862529,57193.4419062,486902.540919,324435.533636,266676.565047,355440.110839,328078.626019,222178.864799,320026.873821,424870.658316,304597.091416,293430.666695
"864","slr0821",2647363.9649538,4424194.361514,4865313.0781,6753648.03378,3334403.6305678,6159822.70495,2432734.6373947,3206150.775656,12981481.45188,10291965.23982,10517655.57415,7580116.05828,12533511.49907,10564539.6023,13242999.53137,10442487.23892,6653775.69479,8189192.30518,5240836.813229,5483300.438319
"865","slr0823",3571299.613613,3363226.795129,2985904.474029,3475491.956009,3624526.57794,3765789.184644,3435999.299661,4646181.922183,5311442.68546,3923467.522793,5811668.21538,3846803.248243,7834256.56786,3624896.080003,4034118.543087,4520946.769752,2588048.464681,3874455.32334,2230770.114363,2769650.838588
"866","slr0825",263848.912146,666954.90205,603604.172826,421514.484335,822021.949391,120726.303606,75182.3245343,241018.96725,142183.589563,340221.377916,147947.416736,246988.352102,144075.887648,775505.613531,36528.977224,99601.6701559,695573.850694,149669.846033,827665.428037,414070.374132
"867","slr0833",311005.337117,431614.647883,339112.079115,142781.740026,624863.773965,269627.580138,401935.094353,377426.8784,454490.855552,130843.084839,536552.147063,456825.050526,438574.851387,317837.286755,307602.923055,366973.704648,310391.019059,327669.327513,719312.115766,263960.520799
"868","slr0835",2565097.27675,2494258.05045,2288969.01253,2534817.10243,2573981.262034,2017639.049942,2419804.79955,1607685.184111,1797185.238085,1835199.74386,3211309.16075,3661355.699,2240885.494223,3527761.53706,3336629.56354,2846638.8998,3457402.35266,3929934.31498,4123684.34954,3507192.7211
