"","protein","X60_1","X60_2","X60_3","X60_4","X100_1","X100_2","X100_3","X100_4","X200_1","X200_2","X200_3","X200_4","X300_1","X300_2","X300_3","X300_4","X1000_1","X1000_2","X1000_3","X1000_4"
"46","sll0156",264904.646235,286150.70419,194498.848768,173110.019722,188689.150338,95631.9907603,82109.4149023,431817.365433,160200.372653,226213.546737,136754.411644,285562.066029,115076.879545,242582.939875,193517.269778,150986.532994,373891.401925,280990.636301,558937.574218,361117.845477
"47","sll0158",9520879.46124141,8300982.49789215,6298384.72970257,7373900.23285765,8370429.14884982,6404693.48145069,7030405.83140949,4424843.08114067,9890173.53436572,8513588.37186498,7389652.88757745,9798059.87951598,6680794.28522318,9531867.4268269,7745313.67419913,7537276.74133993,10780630.8100831,6387632.68259671,9832429.23956377,7672693.20271217
"48","sll0163",436530.190613,468315.574377,337501.460841,268357.500697,353976.604948,88294.7209336,296461.467081,122556.126446,489048.755783,233856.457779,253180.457538,187915.161624,572324.479319,63919.1457925,162624.794396,200934.397618,381817.176822,481991.693621,409573.779255,718589.568558
"49","sll0166",132669.579892,322238.09986,185375.543936,240767.932661,178172.186266,184028.401337,127168.268414,152056.082789,280817.372446,324149.409271,242922.678054,339469.509601,164344.340112,292239.548232,301284.958417,241528.513708,391741.552416,275790.429216,586527.659325,400821.042001
"50","sll0169",702269.935293928,704710.43890891,658050.053815505,690760.841221275,848756.003611017,707451.072946226,699681.56089605,506909.742375143,870024.06359533,966578.462326586,745641.754682584,935850.157129987,641492.89228016,896188.648726943,901417.037617142,811770.432204871,1251301.79736467,1080527.89562986,1705620.70962256,1233840.61183196
"51","sll0170",37839588.3772802,39333032.5676148,30926406.3672267,36766153.4030711,38057361.9536651,39224564.8581299,33678248.9777734,35346814.9650691,69285507.9236995,76087472.6674001,65883309.9100793,90461389.1651346,79209538.3958813,94467057.612408,94188296.3929356,91226766.0509392,120052847.967192,122684660.31509,79756443.4750342,103270348.909339
"52","sll0171",1604674.311728,1793256.439762,1392471.730615,1404929.039471,1498139.194726,1190981.677267,1281570.254192,783163.683591,1480461.632074,1612040.606526,1714692.901226,2029690.926567,1205996.636066,1587211.726912,1817625.735678,1322564.596253,1107594.088811,879621.999114,1597008.357747,895607.255053
"53","sll0172",3285254.78537282,7994987.91514522,7217853.5666756,8374560.49905849,8054288.44656495,6970845.68733446,5315174.3023834,13959825.3604484,9609649.43604212,6320580.14277507,6903599.61492819,6958496.15489252,7119343.10312104,5414268.93981063,7277320.08041275,6111496.08267173,6169863.25466388,8472114.78141686,4493715.11611164,7475724.32602377
"54","sll0173",2401450.568089,548215.830213,692810.325911,505200.384724,2177505.151395,557388.691491,2280328.183197,1126450.852157,781120.76279,479430.122664,631699.419024,436395.097456,974039.192559,490355.80255,428998.235402,519348.943637,338055.883185,518819.522844,320914.766751,340328.448659
"55","sll0179",1740439.747431,928390.872522,2081891.555615,2255572.487365,2389468.309785,2304896.163286,2333955.217091,1840431.98095,4143067.412816,4450978.347059,3500998.693387,4901326.296199,3734901.115526,4594958.457659,4062874.525597,3819257.66082,5103196.729512,4253306.535858,5613247.957678,3793583.332142
"56","sll0180",7830960.13202834,6295239.98736417,5356136.54657955,5366633.64309268,7958092.14538313,5368921.20909066,6151904.24851731,2118639.78521082,5547214.26359795,5839144.64993706,5752642.12757571,6596931.14510233,4875004.51494426,5216677.80949323,5023074.05418969,5828396.1995987,7409577.86944774,7056323.24481324,9765830.21931137,9278374.79960724
"57","sll0182",801278.99049,499427.306626,360903.092712,410308.26586,575354.440966,361341.01438,567462.479177,421732.284736,481845.658968,516266.00233,427544.538875,516342.981752,371277.559584,479384.915714,392416.145508,533737.006889,392228.861922,404140.9574,863629.250178,908560.216017
"58","sll0183",293322.596301,515132.354831,256161.611124,365848.692206,387540.332258,287815.893461,161655.653886,360798.388021,341163.577901,310102.094124,338719.840659,309264.228301,275094.892802,338753.871801,232656.389718,284808.713838,319475.177509,199578.809983,307206.870807,204842.217626
"59","sll0184",394225.856741,191691.555132,62881.1408861,120294.960878,66010.9853046,150264.886682,146396.614654,346570.35089,151191.209864,205039.624431,48493.5527953,101480.354258,82967.5887051,92612.4190146,151571.064275,148026.036514,46135.0102315,188633.243917,456665.390022,223244.901754
"60","sll0185",5562978.91865,1237074.17891,2741577.929039,3337402.62861,5950532.77696,2110732.017082,3055455.02851,1949301.142829,4392609.34246,4270206.53178,4104054.50705,2065735.907124,2807980.89135,2768154.71917,3461562.76251,3334804.19629,2970307.284854,4235211.512249,5854066.122114,3039562.531857
"61","sll0188",326038.538845758,652326.694422879,666417.411220472,639485.929148202,563881.906972691,616136.377952757,206816.595734075,1623990.58540872,2248606.66020314,1647396.7056306,1978604.7382989,2154303.75642339,2279693.37911815,1986982.57358431,1655328.58210837,2063113.0364474,3471984.05493098,2706532.56348258,2233240.83128904,3047824.41730641
"62","sll0195",139933.199402,123287.902832,87888.5453227,114758.123057,193840.63742,132649.537909,69540.8408433,128812.787138,372917.282536,284415.808561,353919.004614,276170.93652,515847.010078,294531.02998,222679.310242,279557.048236,251955.127353,254306.899907,237665.495452,157282.688862
"63","sll0199",14962217.6809,1471596.37151,503973.769982,655396.97361,11074589.8158,657696.673045,8260613.28878,1557515.74219,732403.139037,600802.272807,817755.108318,643321.364846,582123.709509,1255054.13064,888895.192234,953614.698489,636320.170198,1275229.16571,1026341.7682,833854.358641
"65","sll0202",97996.9983385,136624.677154,88378.1758181,119745.948661,152366.554677,507259.516662,122192.058824,320176.988921,251701.939809,380552.660318,280635.412672,387134.058006,256490.235904,448811.103983,393101.050823,338946.893075,417016.41692,340485.277544,537897.587051,368551.431932
"66","sll0205",227670.584101,123268.300532,86178.3711643,226179.424112,132083.973516,215235.237141,73364.6062629,546723.839658,233223.75689,92245.2746551,59559.7347936,85085.3363709,75175.3347364,62464.3119387,95949.838103,124184.805706,156747.427997,225467.417607,376201.280153,325550.169065
"67","sll0207",359839.334715,466443.134235,374225.743219,404024.984438,373551.038017,354772.461932,357018.15512,420936.876254,744294.446457,780278.211294,555808.853561,717406.435534,599663.800509,671046.863354,601310.915376,682980.350802,496213.875896,426826.364695,609660.935087,555297.543831
"68","sll0208",7008602.90841,3681679.57741,2433046.73136,4492392.61813,7321403.41762,2472533.49035,4336473.98553,3285308.87488,8194818.534,6071252.38478,6892706.42424,6885056.35313,9861612.70086,10257706.824,8235516.75624,10466952.97928,7817007.76462,4964419.4311,9368702.93636,5129114.69699
"69","sll0209",588345.769897,334981.721022,1103988.54732,162593.731034,566968.233447,154090.493085,530796.747361,1585864.66517,186205.463947,145654.853605,147198.130743,229175.770133,148774.185919,237834.531983,179856.462056,194683.900846,199730.477185,206098.121409,361852.797965,198789.087649
"70","sll0216",1852988.31266895,2300952.12318745,1437740.07742113,1671193.17548936,1680486.08245963,1145078.67697655,1350959.42754567,735613.808397738,1553208.86474096,2040174.97004779,1411543.62905258,2128643.09207145,1217082.40007132,1912494.21038092,1855318.83801096,1605550.23925081,2673204.78663855,2226897.45910169,3191323.81739781,2339167.74037162
"71","sll0220",2121174.819355,2488938.01335,1830004.318361,1954623.137428,1555329.977058,1552094.424986,1451017.551053,1054977.503396,2609270.466529,2669544.206859,2061936.990093,2619118.066172,1653521.561604,2297381.030045,2137934.12729,1902834.556741,1899913.20989,1357073.231045,2321992.086603,991620.03938
"72","sll0221",1156751.32746,1344913.78388,1043582.8956,1272996.56234,814207.712144,391318.09807,123542.177287,1865944.20286,1981271.79136,1694207.72953,1389834.24755,1624653.3919,1683060.78364,1751712.03095,1690266.45965,1557941.30534,2147866.61456,2430003.76714,2058628.28574,2055565.93336
"73","sll0224",2634614.61140401,5155164.05489249,4703013.64352691,5289868.42090804,5926378.63249596,5538243.39468389,5107114.28234969,10028017.7107854,9406833.2935434,7608314.78234198,7545620.260646,7602122.23514472,13775427.498179,9095215.02098282,10403493.2304516,10765612.2841546,13282168.3912399,20182833.8023972,9604144.58225005,12109262.7662159
"74","sll0226",1620381.28027,406136.196833,213646.619105,237373.153143,1861428.65328,99906.6424433,1451541.56864,448394.38341,191706.770166,152074.014584,243074.797634,349322.309146,220072.949451,554050.93557,446243.76863,552073.969746,182425.639903,451680.806156,620059.938255,173148.465668
"75","sll0227",4135206.084715,4984515.563763,3673997.462454,4380413.876263,3085460.312769,3173296.588069,2700275.486912,4842889.222459,3555990.562047,2898965.051879,3062639.603115,2468330.10411,3364385.544697,3071762.018011,3293387.282816,2856114.060612,5860762.583937,4286582.912101,4546795.579421,4292410.496932
"76","sll0228",1946254.82795189,1848033.76059862,793440.345603764,1115362.11436471,2139292.9269703,826729.777219453,1530071.90019352,589107.43243729,1371170.35378129,1811816.42514909,1236697.07456956,1469112.77949368,500268.723233081,1526797.57060164,1434672.86878186,1497692.73136216,1211327.11170037,1513986.73591054,2108851.39505975,1244665.12143399
"77","sll0236",1163662.42021,778286.81529,459981.827984,561508.041282,733011.660373,425959.278338,601628.018832,284852.896504,577657.727532,591152.886146,522309.359325,557061.155674,431701.326989,479236.294578,382246.917881,378089.401462,292874.135874,214511.273729,470306.329501,384548.582481
"78","sll0244",379538.732222,405026.162365,644490.444756,587849.278936,1251074.95428,460447.472969,1051972.93472,460979.841528,551513.979178,892580.631175,393452.128972,1030129.42262,486051.921862,1043297.64496,469491.581928,525728.968896,448892.204985,145178.243311,1213322.73711,183339.979664
"79","sll0245",5885936.66366715,6764894.79578009,5166927.1252793,5993796.22016705,5885323.21576522,5499632.7749452,4829873.73765448,5103873.00216022,7838080.62695559,7220301.67130415,6560305.41880264,6689323.64870604,5666956.06075667,6296218.74312168,6418017.52855721,5867731.7633544,4909941.8349452,3862490.07349744,4924230.01374357,3700556.73109195
"80","sll0254",710690.952514,1287236.763512,746426.289259,679211.145661,664055.3916,903065.566363,650036.740309,592157.499262,1230593.543222,900896.747869,2107797.389621,1118678.004148,1194359.6536,1466148.917702,1408878.787611,1344221.16737,1045666.34944,1945601.496914,1557104.152696,1974437.224239
"81","sll0258",9228838.00811936,11688593.334233,12175009.8296256,12784855.3648692,13878454.1390714,12519921.6798731,16202630.5620368,20361519.7261981,12898382.2098821,6039521.36189051,11141542.9088835,4977442.05336166,13211607.6598901,4492588.63095578,6148352.03863854,6598664.17351469,1498703.20508396,3579394.94327188,3014506.0551273,2579296.07908259
"82","sll0260",43399.1520335,128647.507962,75562.4785747,146236.41486,119480.643771,182054.421779,119106.821369,470576.436064,98724.4780767,96887.0437766,197314.3342,72828.7943492,63358.752174,82166.043658,78762.6740197,83157.8567138,93031.3861169,113924.585522,291602.922724,207064.778746
"83","sll0263",111897.731424,212789.157144,617952.824109,488549.514956,99141.3600481,225980.453213,652958.232779,209762.237779,773456.446105,180932.906963,902827.678159,327146.508963,833554.934754,460363.698915,415403.704927,377812.505305,101013.244783,151639.145307,359905.944584,335510.221418
"84","sll0271",4531072.80429,5352379.688,4417981.52339,4321725.082831,4209947.974675,4735912.53422,3181076.7936198,4976050.07444,3380576.802054,3202372.786457,3044797.682886,2925642.132584,3112370.731175,2623063.237203,2648038.323157,2950443.970755,2642394.620825,1943882.966982,3726284.263511,2065729.704903
"85","sll0272",16911557.7595,15605554.01029,11425177.65164,11973248.15665,13729456.00604,10629135.07271,12057721.90682,9033096.823919,15056928.58237,16159717.74481,13352025.07751,16168282.24757,16069977.09293,15880296.182,17442357.68127,17552652.82641,26103950.09551,29726945.0312,31532180.8155,32012319.9723
"86","sll0274",283273.972055,71615.5301911,168135.745822,122710.468837,159082.645939,85574.8851476,206858.307393,83837.9203788,130678.343516,98891.8845236,115470.592036,60003.2357884,121638.136857,120493.92117,98990.3143413,103226.431262,138062.748968,83924.1599205,169902.945318,190433.5535
"87","sll0286",166804.359023,239464.236853,74632.5628965,64641.786386,88630.6163155,158142.056058,98132.6883223,98708.6421783,270831.386136,254255.727246,181210.27493,451191.256276,145096.331753,214834.043219,158195.926125,58962.0100634,64559.6910964,76479.8121163,104274.253333,125695.86606
"88","sll0288",226651.88904,289949.399867,204351.549855,198031.725751,203101.887504,173286.128589,160339.733037,206526.388553,309392.782207,316905.231343,270676.696151,332431.705772,235680.567159,352793.247462,305915.502407,244659.230821,515910.623677,325106.147191,490574.758438,407509.285429
"89","sll0289",3150920.86535524,3937618.93701874,3194023.04211365,3910590.10149945,2730410.88040099,3890790.76625513,2617958.40129177,4627103.24146548,5762727.03005083,13245333.6856819,9435267.91633249,12459170.2215509,9738092.21055813,12563602.6743358,11236290.6333807,11600448.4371813,14321146.0121284,6104793.01530061,12588367.6931213,12686448.363112
"90","sll0293",35696.3327203,675089.736191,561265.188563,1126189.96215,136726.79112,1068008.91091,131604.810711,3234763.33316,3992136.12364,2171997.92686,2552069.00163,2325827.82557,3310983.91097,3321836.05005,4109009.55183,3137660.6984,3670657.84362,4745364.60966,570142.225355,1777672.82199
"91","sll0300",152232.947098,99798.3158473,78524.7506439,102079.975689,87382.3145299,85526.8571767,79264.2948751,210740.081542,221302.649796,143277.084858,102171.39774,155672.250732,76998.642036,152418.753167,82696.9187787,138106.763283,241039.508947,147960.534932,314254.988376,171097.992431
"92","sll0301",1272772.6032,315827.919192,927034.714492,743566.908329,349026.744732,230833.540981,391661.999518,550648.113254,1047576.90557,961251.703791,604594.497653,1133903.97219,546256.427445,884563.77014,820413.95685,909346.510566,831380.128902,1008691.69295,508069.640566,207221.333257
"93","sll0314",826789.648220487,1895261.31331792,1525515.21664517,1774873.74264946,1357731.60383062,1730273.04183107,1454530.02641782,2153953.72712595,3646128.55249047,2451783.42249348,2733202.30318645,2947573.94820482,2760335.9809886,2300883.0057685,2358252.46870856,2210265.93103508,2070435.38554432,2664382.0680502,1477203.23816945,1801945.0530546
"94","sll0319",4274710.143947,5235106.25211,6785721.18779,6191591.85504,8464319.71434,9223844.45135,9308212.91209,19096696.64706,2533000.127822,1200820.641339,3383435.32508,1000075.989089,4724448.27681,907402.615081,1025660.992149,1284581.013933,368036.654002,1156541.242946,1270104.412188,710431.963356
"95","sll0320",1014099.80915,2430111.654585,12948620.919568,13343999.706993,2055928.4809696,10185647.8996506,1969226.0710945,8779315.578078,3651170.08281,3164011.462782,11905813.343755,9528468.842122,8705001.660949,2305899.0064896,12652601.9847861,10800284.130602,3050651.945796,746009.5959635,1201380.603904,278908.1958416
"96","sll0322",211526.303636,87414.4929472,48062.2183317,163549.345724,164966.297358,51320.262608,172959.130784,292674.783282,447305.627934,154327.104938,34412.973939,207326.384015,54840.7597113,103886.770631,124735.223219,74744.7080173,111525.382517,262880.28414,453651.791763,295274.975345
"97","sll0325",236969.877535,206252.455662,134944.151137,174170.785856,165398.310386,147115.617092,135209.72396,233833.766313,147923.049651,185798.885044,151825.444728,317111.540241,98542.144835,278183.465203,216721.909832,171719.246206,302623.150534,259755.366893,409224.901068,282345.753465
"98","sll0329",2679103.59759001,4017230.74389502,4146268.15821913,3121067.88330271,2275979.68778638,3261596.31794667,2745386.5284408,3751191.30937619,1269755.16516625,565360.652583853,2385902.00309679,359957.903671729,1651383.08740457,273790.382023818,489977.533592344,571109.368151845,336430.986451344,521516.270469781,440113.476866682,833442.823164745
"99","sll0335",2034403.00852035,2145670.49599551,1377042.06103323,1514679.51203855,1514027.33595244,1051049.67351411,1244407.91374687,209233.483240799,1948120.98941988,1945058.75697139,1074245.73376629,2653333.54400553,1291825.15668268,2004256.25864158,1613258.05612249,1511433.20889108,976419.773626621,1131903.74016685,2411279.46989686,1486415.36998667
"100","sll0336",549557.379386,1166488.115926,522217.4879484,943965.549722,865766.792439,431874.2738621,664730.51016,570515.029902,2632358.50634,2747902.33901,2153774.617538,2678530.82761,2015365.027756,2825699.97316,2508583.33765,2258623.142957,2797418.9811,2092195.469013,3394723.937936,1869369.803428
"101","sll0359",7627502.73297384,2414465.30292864,1999849.33309727,1164017.91516835,2481064.14827129,1130032.20511828,3336305.06912845,7498757.3038985,902314.500205643,713050.048420093,1036472.25158927,916027.22692368,1891958.97072569,1179781.31130206,1082411.4256293,1565429.6974424,1460609.16077237,1670501.94447293,1228519.63693904,950427.591635721
"102","sll0362",1373747.41334877,1870181.48286736,1832783.32616011,1630983.66003714,2031196.44031818,1412910.68452007,1857448.06025842,1690991.87398485,3750652.96019348,3800608.83653671,2764455.94804989,4328409.89185894,2511431.18006459,4016152.72985276,3394545.22372703,3313184.4790441,5031175.18064861,3484605.93673802,5554260.89743925,4448166.66771811
"103","sll0370",7577558.4239951,6357941.47473644,5036650.53690364,5302006.97068431,5436602.29957426,3914437.12542964,4079232.19791622,3222659.23980188,3567686.70896646,2204599.73260396,4261619.25589347,1866635.99686335,4046519.05812986,1863118.11364802,1612556.79754492,2280437.84157508,863876.357655489,558922.764322969,802954.834525109,771789.469736985
"104","sll0373",239732.5505194,902797.475154,909219.725178,1012661.9679,486999.0017013,804056.59921,410937.986278,404236.035703,1049593.639548,918825.6428466,834042.9002737,1061949.4841865,825992.0973423,888400.4774908,697109.9363897,674591.4160626,438224.4225285,481899.1984209,586523.64604,820865.83682
"105","sll0374",1723062.063818,1247182.843722,930532.267732,1429588.170608,193427.1996107,1139671.628394,1061115.335636,834735.222358,2172509.518848,2446068.12426,1421253.914522,2385560.96438,1005019.426655,2188246.5436,1262504.000408,1870217.482953,1808395.692603,1640674.225939,2335990.90443,1621925.382188
"106","sll0377",378094.02362554,592029.716175349,360342.002418056,539941.118068373,357643.414347275,374876.651152822,345789.273536334,737305.453254212,652989.169311798,704108.444443817,462878.510044292,465071.330990271,709945.65514185,510768.194542193,384677.884785452,413507.444290768,884703.81896544,462444.078949383,539581.935283245,640790.921593984
"107","sll0378",183644.499562,137826.47594,119071.917287,153794.638485,94059.5914917,97930.6348487,167482.201149,114748.835131,126458.410118,238307.265183,197013.417651,529368.473839,209083.301836,705620.097024,412323.845139,442475.163342,78939.7685513,262598.92553,192448.846067,236170.97382
"108","sll0379",1122276.5008,1397911.88155,956406.2975,1269216.84215,1187053.1112,931091.752147,1042954.28389,589815.761172,1755919.08135,1554721.36099,1503163.8566,1550509.48613,1197387.41801,1549045.12391,1357623.41703,1450491.22546,1025785.23173,560576.164388,1054940.58603,553679.608461
"109","sll0381",2274380.828834,2247366.930506,1889168.21667,2353653.87866,2114161.81569,2274434.30667,1736967.059967,2291409.155494,2812598.32994,3117957.25352,3202779.35955,2596773.02745,2104065.014967,2240836.43759,2192878.808785,1788479.828339,2942922.09524,1928238.990036,2484592.22042,2451921.710755
"110","sll0382",4982221.46624,3061821.24014,1139864.31265,941873.810297,7233112.03767,895799.976016,353241.646264,468401.852745,360084.511349,823693.861596,607501.473029,1093571.66895,305798.220855,1583673.1219,263768.733261,296103.699808,413517.546139,1136440.90057,390029.524738,410807.156298
"111","sll0395",3539561.720362,4306539.203267,3470591.954644,3688136.992522,4077002.619161,2922927.138528,3231039.589912,2507023.635205,2804295.110285,2108818.237218,2541949.191479,2064869.196761,2595324.561563,2099705.779794,1811343.923624,2479613.749935,1737973.489225,1455418.376564,2075736.1396,683009.3678033
"112","sll0398",153607.980921,115116.114369,87168.9199714,96094.6058119,80333.7318916,74946.0932504,79206.8727363,319210.115324,62746.9746281,143897.603771,86642.6019279,91118.9475046,159831.67018,77644.414473,84772.0414233,88282.7921238,73459.3776531,58009.0993936,99001.9469746,67335.4090639
"113","sll0400",330356.112648,195236.217961,185167.536309,197078.853045,285239.523338,166597.974399,220785.05249,293207.640652,152172.168291,174486.322444,195702.172861,141278.299631,172340.185221,132818.963309,192818.754803,140464.648331,59272.50966,99185.592121,134628.454551,212804.203982
"114","sll0401",1992374.37455,3960637.47266,3331512.85133,4053925.453,2593667.12435,3393481.0353,2473590.08136,3888275.19504,3637756.20636,3420522.4047,3431144.88556,2897005.48945,2692954.68301,3024176.20013,2745684.93136,2607968.21587,1639804.87477,1154125.52698,1876734.45266,854459.833916
"115","sll0402",1238878.26952,1278134.40935,1226796.92466,1168848.7584,1047704.98625,1008827.84732,856982.200687,508048.049991,1230050.14807,720981.28139,961930.539411,843779.53472,1187063.08373,1029013.53742,1085448.55926,1053207.54285,946646.521399,1028710.75561,586917.594481,605028.51914
"116","sll0408",26942368.6290128,28827944.4109908,25878070.1525649,29229210.3452257,22451008.6413505,27672995.9757001,22963816.9509647,35344090.846685,17836178.1478058,10812704.9573178,24119175.3397278,8960591.4444412,32236955.4237443,7870651.905692,11084719.3054031,12492465.5269668,5675615.78971916,6756316.58485706,5356165.78370943,3825160.34857612
"117","sll0410",128744.858793,198915.692643,258150.819117,205130.218891,162482.739127,193533.894244,181258.613925,246490.818822,252071.870585,238781.02186,251380.688884,275688.388207,178971.022067,257900.523447,185605.214472,205058.16644,169127.064191,188257.255451,359595.892423,236557.728059
"118","sll0412",393815.619669,314631.2173695,189588.2734667,473111.478304,163882.8286399,528866.0494973,116740.3610413,204258.0326975,765673.991974,173449.6154459,246734.26284,171035.3270099,716842.726148,146875.0901085,190264.4552774,408690.6074348,144152.5251136,254513.455004,451404.177846,306593.4097477
"119","sll0413",100945.622439,182297.767533,180190.632359,174111.411022,90475.5805326,120949.847703,193951.433755,155423.998728,1373442.65993,465139.319315,401854.367826,773953.20916,225656.012111,641754.747984,406933.044522,429037.980314,267445.215475,584273.025884,605940.224945,580479.023037
"120","sll0414",6377299.345,4146681.966622,3632332.23453,3323523.28685,3119799.461682,3024192.034875,3188220.992489,2765590.042224,2734532.991034,2363884.212242,2245360.638275,2341036.631267,1855667.790929,2447485.559444,2378586.015115,2158629.185975,2151869.131353,1740244.851721,1795202.655844,2042623.163721
"121","sll0415",1138059.196226,1363142.692698,1225763.370707,907379.637336,657990.280355,1144158.293854,639832.6259525,549334.696347,1635314.027171,462564.340551,465186.852439,292929.374271,979248.933931,678968.930004,413727.12383,830381.572645,2115739.907025,794831.800003,367157.797675,660721.416471
"122","sll0416",48555103.2271476,63663618.0659329,47581293.0050631,69012999.6726924,62217715.0486066,75382993.1721785,55563931.8551685,41733724.8454318,131706076.439154,135524499.09681,110920616.78458,135333166.981427,62669360.8267476,144405355.705342,150898526.664014,152627712.25501,134859803.671909,137559404.56669,149060408.456362,108637656.973473
"123","sll0420",144918.404626,115423.980135,87862.740753,208222.603395,80612.0824036,192740.389348,196037.914204,205454.640629,1333912.00364,1731873.11891,1245807.8315,1309072.48355,746044.969782,1161747.83493,1362267.13933,1363264.28025,942165.378392,2213323.20192,1143223.57207,1393580.2081
"124","sll0421",6562008.55605463,5667365.78966103,5505741.80228075,5489401.58005812,4598105.57201456,5160151.9814371,6148674.6941651,3275792.01004712,4803818.88700896,3285375.24215303,4498336.03943485,2595213.29154337,4273534.41269888,2455856.1773996,2493985.48108747,2610198.72852316,1374384.63405057,1214006.89569763,1910261.57369667,924264.862459601
"125","sll0422",3537249.78375499,3748931.95612107,3072552.06624532,3726206.43571025,3651881.97114439,3007892.94459825,2706069.63221001,2309151.99910384,5888653.86787352,4295045.18142546,5379380.30052574,4760225.6786052,5635288.08444869,5210968.20041554,11672899.5781785,5477271.36329179,7667966.81276895,6986761.70278279,6105433.63561869,8087980.01416374
"126","sll0427",45550931.8796421,51350613.7151518,46053405.8950968,50327771.2357798,48294863.2333234,41805444.0116065,44060291.7131711,53454441.0524326,4300246.25960211,3989237.67487345,19644169.3130766,2237728.25114058,24461718.8193435,3010098.39422428,10328967.1020062,11256667.4679579,3384239.7821749,7254796.71791986,3240327.54680533,2981942.45869571
"127","sll0430",7225802.9953068,7853741.48832975,6379857.7364877,7160377.96543562,9519477.81317965,6757001.13734808,7736988.0514041,3986415.05758352,20645779.4169593,21761756.1826107,15945144.0672606,25177647.0662695,17304347.8626045,27445566.4898537,18253527.2125982,21295590.0818322,39525430.2812058,26321027.2375892,46728582.423633,30248266.1762555
"128","sll0436",458234.4612581,582050.008066,1194105.27178,1437684.474124,1047307.207147,1067245.07205,1480091.6078,505946.250198,1864661.247487,740516.5856344,1481860.309268,3068431.393297,1392322.60636,4532656.86322,2914263.06868,1197800.594552,3579783.02153,4050445.773524,3640662.37634,1615799.826501
"129","sll0441",1796876.868631,739733.734233,742985.066468,846135.481186,1212850.033618,773705.331553,885063.870993,1136848.666007,1045229.796566,1120952.523286,921987.438388,1082113.514894,801447.310148,1245651.527492,933472.078514,975726.849768,961827.721011,623432.009609,939381.342017,709220.067158
"130","sll0443",202899.811144027,689709.60471066,635892.647211088,871925.168003544,152947.512384705,655809.886619726,201569.606670448,793538.530020601,873327.43010289,1084248.61566368,861539.657044039,990387.437365325,667383.496275734,979769.792261705,990070.888843374,779163.266375632,888957.606984635,734136.003172155,356835.36165684,627064.225690297
"131","sll0446",10809998.1866,12758664.1757,11588990.0833,2893909.49798,5528102.93199,12257209.2691,6482799.66645,7885354.31033,2124777.5842,2527028.17519,3234533.79606,1109181.02084,3037943.22072,1367001.09043,2287689.51265,230699.928649,500796.925328,439168.303981,434908.709306,458974.907984
"132","sll0454",1006803.544051,621317.750432,538097.082409,558309.749942,526957.153389,386009.205643,767333.54092,544342.5446424,1019610.310849,1317377.80666,844642.819951,1833385.735858,906958.602764,1812891.525083,1159523.949832,1267895.006508,2218548.243029,1595628.784406,2889638.654629,1967173.401918
"133","sll0455",1444787.834664,1641046.939189,1429973.179554,1514674.536136,1900289.99553,1066959.30479,1738270.430837,1277701.143277,2266978.48739,1801490.353014,1704750.948018,1770945.095886,1592031.486568,1956256.600037,1455837.148951,1463640.81211,1560042.198936,1814881.051401,2312648.563418,1761530.594759
"134","sll0456",207212.039941,413983.699474,334048.607687,204056.7659742,219321.244,370075.065693,270135.567904,941021.088709,558848.16632,1097387.982255,476403.68323,374426.9017552,345950.8549535,299755.1706025,318740.8517911,214394.7501325,344850.749289,282354.030427,325987.150838,298795.7512737
"135","sll0459",215813.176545,125317.92527,220889.185428,370860.277704,271993.752455,207136.928728,165195.336864,118569.238792,355577.212145,488041.350314,110064.814245,194679.935054,210423.822013,188033.740412,431304.861279,420129.009533,136542.982611,161824.535506,289442.910851,1158654.16932
"136","sll0461",902453.247949,1997343.576158,685760.383526,1278208.069617,487982.886936,941524.285655,1128987.321828,768215.30441,1617013.700785,1760141.180893,1024678.217778,1555030.672992,945510.614143,1665240.653656,1092152.744681,1228027.845571,1423452.428789,960948.00804,1354635.935077,1427794.654523
"137","sll0467",706929.802509,811296.156596,884258.324178,883909.591534,783136.459302,1105363.334545,866311.056013,1276403.298788,1144908.660443,690740.881503,1105719.419727,714846.16559,1267195.06973,753612.060541,468162.390931,845533.586378,602259.68501,865363.782136,647485.266032,514209.3341
"138","sll0469",1359029.33962334,2980086.12254433,2422409.15046651,2475556.52601069,2479689.45498574,2450766.36437699,2173695.54178032,2347432.56404585,4743900.90519458,5395016.71410261,3749598.59151118,5439042.06664341,3444138.9289228,5847444.73210361,4874082.03608755,4217136.43939694,7057796.28728927,5033067.73647241,6799638.90472198,5898813.07779736
"139","sll0480",8472931.96367514,9121248.70964423,9466282.65308877,9789452.43145684,9769267.21873413,13392248.1685541,11053525.422518,10171620.0617595,9661829.01206801,8590082.03060776,5408712.21577385,3722812.19677135,7544182.10677346,9714779.34546265,12572536.8528673,6937707.09132356,2277836.27786013,2198423.30716088,4278407.96823336,2658882.41737198
"140","sll0485",216935.653148,269790.950059,267597.603019,246554.789378,187102.656631,243748.169138,175113.36317,218641.598103,158298.901762,191961.280681,137415.024289,174423.358108,111985.211571,189583.070144,158673.359211,132972.549055,199442.478327,161615.871324,246640.309695,152711.641264
"141","sll0486",623148.894161,675686.806144,519067.204839,546129.161787,333530.079064,282712.855288,263474.966064,205714.098741,380086.065614,328956.576537,353612.598238,365310.734584,333555.018928,426288.093422,404758.602326,406503.542223,794337.472686,536219.429038,656424.963525,735613.142149
