,protein,X60,X100,X200,X300,X1000,Localization
1361,slr1280,1240031,1047954,912494.,599390.,839050.,CytoplasmicMembrane
1362,sll0997,2812585,2043978,1950314,1857256,2203078,Periplasmic
1363,slr0537,1338997,1147113,683780.,721127.,1016590,Unknown
1364,slr0482,163919.,139820.,144736.,117163.,165503.,Unknown
1365,slr1125,221022.,204384.,262289.,205628.,243733.,Unknown
1366,sll0185,3039490,2583093,4187130,3071392,3637387,Unknown
1367,sll1891,770585.,348700.,560033.,499525.,387029.,Unknown
1368,ssl0438,294787.,154226.,134164.,426739.,191102.,Unknown
1369,slr0245,247996.,191495.,133131.,196831.,99811.8,Cytoplasmic
1370,slr2105,413760.,374276.,364040.,368652.,322252.,CytoplasmicMembrane
1371,sll0931,219871.,253146.,177730.,320173.,251878.,Unknown
1372,slr2102,265625.,252094.,195421.,284549.,231015.,Unknown
1373,slr0806,631088.,454534.,629856.,682813.,484784.,Cytoplasmic
1374,sll0828,597541.,561828.,614709.,744548.,725929.,Cytoplasmic
1375,sll1329,263715.,379116.,288778.,255615.,346129.,CytoplasmicMembrane
1376,ssl1690,9978741,1141351,7747875,9898963,8476493,Unknown
1377,slr1207,903394.,1018013,811923.,723240.,702527.,Unknown
1378,slr0484,372254.,371002.,391265.,286602.,344107.,CytoplasmicMembrane
1379,slr1331,1957694,2004207,1803071,2138271,2014561,Unknown
1380,sll0228,1481697,1178400,1420141,1466182,1379325,Cytoplasmic
1381,slr2013,158076.,113832.,122538.,110467.,127029.,CytoplasmicMembrane
1382,slr1426,202044.,204221.,233584.,183742.,236613.,Cytoplasmic
1383,sll1558,926154.,973717.,1053806,925751.,1030965,Cytoplasmic
1384,slr1281,678115.,1057129,899479.,994507.,988805.,Cytoplasmic
1385,sll0412,354223.,184070.,210091.,299477.,280553.,CytoplasmicMembrane
1386,sll1621,1154400,1009213,7754390,9375883,7091033,Unknown
1387,slr1799,133235.,134583.,164197.,167002.,168743.,Unknown
1388,slr0565,194161.,167000.,355230.,329405.,329967.,CytoplasmicMembrane
1389,slr0878,499869.,414383.,516356.,530350.,782996.,OuterMembrane
1390,sll0872,2136082,2126308,1967164,2150697,2086659,Unknown
1391,ssl0546,764036.,783370.,768280.,812393.,637953.,Cytoplasmic
1392,slr0749,220902.,207272.,218069.,150905.,242998.,Cytoplasmic
1393,slr1179,619666.,716258.,803453.,673578.,798004.,Cytoplasmic
1394,slr2100,771663.,850775.,872366.,825365.,887298.,Cytoplasmic
1395,slr1626,982177.,1212477,1238256,1697364,1434602,Cytoplasmic
